su,Strata,ns,X,ew,Y,utm_n,utm_z,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
461,4,N,13.97706,E,24.334,35,P,211976.00 ,1546808.00 ,212226.00 ,1547058.00 ,212226.00 ,1547558.00 ,212726.00 ,1547558.00 ,212726.00 ,1547058.00 
470,4,N,13.62869,E,23.18382,34,P,736257.00 ,1507724.00 ,736507.00 ,1507974.00 ,736507.00 ,1508474.00 ,737007.00 ,1508474.00 ,737007.00 ,1507974.00 
471,4,N,13.62845,E,23.56718,34,P,777754.00 ,1508102.00 ,778004.00 ,1508352.00 ,778004.00 ,1508852.00 ,778504.00 ,1508852.00 ,778504.00 ,1508352.00 
472,4,N,13.62827,E,23.95053,34,P,819262.00 ,1508553.00 ,819512.00 ,1508803.00 ,819512.00 ,1509303.00 ,820012.00 ,1509303.00 ,820012.00 ,1508803.00 
473,4,N,13.62814,E,24.33389,35,P,211535.00 ,1508183.00 ,211785.00 ,1508433.00 ,211785.00 ,1508933.00 ,212285.00 ,1508933.00 ,212285.00 ,1508433.00 
474,4,N,13.62807,E,24.71725,35,P,253034.00 ,1507753.00 ,253284.00 ,1508003.00 ,253284.00 ,1508503.00 ,253784.00 ,1508503.00 ,253784.00 ,1508003.00 
488,4,N,13.27971,E,24.7172,35,P,252672.00 ,1469201.00 ,252922.00 ,1469451.00 ,252922.00 ,1469951.00 ,253422.00 ,1469951.00 ,253422.00 ,1469451.00 
737,4,N,13.80295,E,23.37563,34,P,756829.00 ,1527205.00 ,757079.00 ,1527455.00 ,757079.00 ,1527955.00 ,757579.00 ,1527955.00 ,757579.00 ,1527455.00 
738,4,N,13.80274,E,23.75896,34,P,798297.00 ,1527625.00 ,798547.00 ,1527875.00 ,798547.00 ,1528375.00 ,799047.00 ,1528375.00 ,799047.00 ,1527875.00 
739,4,N,13.80258,E,24.14228,35,P,191017.00 ,1527733.00 ,191267.00 ,1527983.00 ,191267.00 ,1528483.00 ,191767.00 ,1528483.00 ,191767.00 ,1527983.00 
740,4,N,13.80249,E,24.52561,35,P,232488.00 ,1527261.00 ,232738.00 ,1527511.00 ,232738.00 ,1528011.00 ,233238.00 ,1528011.00 ,233238.00 ,1527511.00 
751,4,N,13.45411,E,23.75875,34,P,798713.00 ,1489029.00 ,798963.00 ,1489279.00 ,798963.00 ,1489779.00 ,799463.00 ,1489779.00 ,799463.00 ,1489279.00 
752,4,N,13.45395,E,24.14214,35,P,190548.00 ,1489134.00 ,190798.00 ,1489384.00 ,190798.00 ,1489884.00 ,191298.00 ,1489884.00 ,191298.00 ,1489384.00 
753,4,N,13.45385,E,24.52553,35,P,232086.00 ,1488673.00 ,232336.00 ,1488923.00 ,232336.00 ,1489423.00 ,232836.00 ,1489423.00 ,232836.00 ,1488923.00 
287,3,N,14.50253,E,22.60976,34,P,673475.00 ,1603916.00 ,673725.00 ,1604166.00 ,673725.00 ,1604666.00 ,674225.00 ,1604666.00 ,674225.00 ,1604166.00 
288,3,N,14.50221,E,22.99296,34,P,714784.00 ,1604205.00 ,715034.00 ,1604455.00 ,715034.00 ,1604955.00 ,715534.00 ,1604955.00 ,715534.00 ,1604455.00 
318,3,N,14.15242,E,22.99263,34,P,715082.00 ,1565499.00 ,715332.00 ,1565749.00 ,715332.00 ,1566249.00 ,715832.00 ,1566249.00 ,715832.00 ,1565749.00 
345,3,N,13.80322,E,22.9923,34,P,715371.00 ,1526858.00 ,715621.00 ,1527108.00 ,715621.00 ,1527608.00 ,716121.00 ,1527608.00 ,716121.00 ,1527108.00 
460,4,N,13.97826,E,22.41752,34,P,653108.00 ,1545780.00 ,653358.00 ,1546030.00 ,653358.00 ,1546530.00 ,653858.00 ,1546530.00 ,653858.00 ,1546030.00 
468,4,N,13.62935,E,22.4171,34,P,653290.00 ,1507181.00 ,653540.00 ,1507431.00 ,653540.00 ,1507931.00 ,654040.00 ,1507931.00 ,654040.00 ,1507431.00 
469,4,N,13.62899,E,22.80046,34,P,694770.00 ,1507416.00 ,695020.00 ,1507666.00 ,695020.00 ,1508166.00 ,695520.00 ,1508166.00 ,695520.00 ,1507666.00 
482,4,N,13.28099,E,22.41668,34,P,653466.00 ,1468645.00 ,653716.00 ,1468895.00 ,653716.00 ,1469395.00 ,654216.00 ,1469395.00 ,654216.00 ,1468895.00 
483,4,N,13.28063,E,22.8001,34,P,695013.00 ,1468874.00 ,695263.00 ,1469124.00 ,695263.00 ,1469624.00 ,695763.00 ,1469624.00 ,695763.00 ,1469124.00 
496,4,N,12.93358,E,22.03278,34,P,612031.00 ,1430017.00 ,612281.00 ,1430267.00 ,612281.00 ,1430767.00 ,612781.00 ,1430767.00 ,612781.00 ,1430267.00 
497,4,N,12.93317,E,22.41626,34,P,653636.00 ,1430170.00 ,653886.00 ,1430420.00 ,653886.00 ,1430920.00 ,654386.00 ,1430920.00 ,654386.00 ,1430420.00 
498,4,N,12.93282,E,22.79974,34,P,695248.00 ,1430393.00 ,695498.00 ,1430643.00 ,695498.00 ,1431143.00 ,695998.00 ,1431143.00 ,695998.00 ,1430643.00 
735,4,N,13.80393,E,22.22565,34,P,632479.00 ,1526381.00 ,632729.00 ,1526631.00 ,632729.00 ,1527131.00 ,633229.00 ,1527131.00 ,633229.00 ,1526631.00 
736,4,N,13.80355,E,22.60898,34,P,673922.00 ,1526583.00 ,674172.00 ,1526833.00 ,674172.00 ,1527333.00 ,674672.00 ,1527333.00 ,674672.00 ,1526833.00 
748,4,N,13.45491,E,22.60859,34,P,674135.00 ,1488013.00 ,674385.00 ,1488263.00 ,674385.00 ,1488763.00 ,674885.00 ,1488763.00 ,674885.00 ,1488263.00 
749,4,N,13.45459,E,22.99198,34,P,715652.00 ,1488280.00 ,715902.00 ,1488530.00 ,715902.00 ,1489030.00 ,716402.00 ,1489030.00 ,716402.00 ,1488530.00 
761,4,N,13.10721,E,22.22474,34,P,632765.00 ,1449314.00 ,633015.00 ,1449564.00 ,633015.00 ,1450064.00 ,633515.00 ,1450064.00 ,633515.00 ,1449564.00 
762,4,N,13.10683,E,22.6082,34,P,674341.00 ,1449504.00 ,674591.00 ,1449754.00 ,674591.00 ,1450254.00 ,675091.00 ,1450254.00 ,675091.00 ,1449754.00 
775,4,N,12.75966,E,22.22429,34,P,632900.00 ,1410871.00 ,633150.00 ,1411121.00 ,633150.00 ,1411621.00 ,633650.00 ,1411621.00 ,633650.00 ,1411121.00 
776,4,N,12.75928,E,22.60781,34,P,674540.00 ,1411056.00 ,674790.00 ,1411306.00 ,674790.00 ,1411806.00 ,675290.00 ,1411806.00 ,675290.00 ,1411306.00 
791,4,N,12.41225,E,22.60741,34,P,674732.00 ,1372667.00 ,674982.00 ,1372917.00 ,674982.00 ,1373417.00 ,675482.00 ,1373417.00 ,675482.00 ,1372917.00 
410,3,N,12.75826,E,25.67592,35,P,356266.00 ,1410770.00 ,356516.00 ,1411020.00 ,356516.00 ,1411520.00 ,357016.00 ,1411520.00 ,357016.00 ,1411020.00 
427,3,N,12.41116,E,25.29245,35,P,314379.00 ,1372615.00 ,314629.00 ,1372865.00 ,314629.00 ,1373365.00 ,315129.00 ,1373365.00 ,315129.00 ,1372865.00 
428,3,N,12.41124,E,25.67603,35,P,356084.00 ,1372385.00 ,356334.00 ,1372635.00 ,356334.00 ,1373135.00 ,356834.00 ,1373135.00 ,356834.00 ,1372635.00 
429,3,N,12.41136,E,26.05961,35,P,397783.00 ,1372222.00 ,398033.00 ,1372472.00 ,398033.00 ,1372972.00 ,398533.00 ,1372972.00 ,398533.00 ,1372472.00 
439,3,N,12.06464,E,25.2925,35,P,314142.00 ,1334281.00 ,314392.00 ,1334531.00 ,314392.00 ,1335031.00 ,314892.00 ,1335031.00 ,314892.00 ,1334531.00 
440,3,N,12.06472,E,25.67614,35,P,355909.00 ,1334058.00 ,356159.00 ,1334308.00 ,356159.00 ,1334808.00 ,356659.00 ,1334808.00 ,356659.00 ,1334308.00 
441,3,N,12.06484,E,26.05978,35,P,397669.00 ,1333899.00 ,397919.00 ,1334149.00 ,397919.00 ,1334649.00 ,398419.00 ,1334649.00 ,398419.00 ,1334149.00 
448,3,N,11.71862,E,25.29255,35,P,313912.00 ,1296002.00 ,314162.00 ,1296252.00 ,314162.00 ,1296752.00 ,314662.00 ,1296752.00 ,314662.00 ,1296252.00 
449,3,N,11.71869,E,25.67625,35,P,355738.00 ,1295785.00 ,355988.00 ,1296035.00 ,355988.00 ,1296535.00 ,356488.00 ,1296535.00 ,356488.00 ,1296035.00 
452,3,N,11.71924,E,26.82736,35,P,481187.00 ,1295514.00 ,481437.00 ,1295764.00 ,481437.00 ,1296264.00 ,481937.00 ,1296264.00 ,481937.00 ,1295764.00 
453,3,N,11.71954,E,27.21106,35,P,522999.00 ,1295550.00 ,523249.00 ,1295800.00 ,523249.00 ,1296300.00 ,523749.00 ,1296300.00 ,523749.00 ,1295800.00 
580,4,N,11.54581,E,25.48444,35,P,334729.00 ,1276769.00 ,334979.00 ,1277019.00 ,334979.00 ,1277519.00 ,335479.00 ,1277519.00 ,335479.00 ,1277019.00 
581,4,N,11.54655,E,27.01937,35,P,502112.00 ,1276413.00 ,502362.00 ,1276663.00 ,502362.00 ,1277163.00 ,502862.00 ,1277163.00 ,502862.00 ,1276663.00 
607,4,N,11.20059,E,25.86832,35,P,376447.00 ,1238396.00 ,376697.00 ,1238646.00 ,376697.00 ,1239146.00 ,377197.00 ,1239146.00 ,377197.00 ,1238646.00 
608,4,N,11.20075,E,26.25211,35,P,418351.00 ,1238280.00 ,418601.00 ,1238530.00 ,418601.00 ,1239030.00 ,419101.00 ,1239030.00 ,419101.00 ,1238530.00 
609,4,N,11.20096,E,26.63591,35,P,460252.00 ,1238225.00 ,460502.00 ,1238475.00 ,460502.00 ,1238975.00 ,461002.00 ,1238975.00 ,461002.00 ,1238475.00 
610,4,N,11.20123,E,27.0197,35,P,502151.00 ,1238230.00 ,502401.00 ,1238480.00 ,502401.00 ,1238980.00 ,502901.00 ,1238980.00 ,502901.00 ,1238480.00 
636,4,N,10.85574,E,25.86846,35,P,376319.00 ,1200258.00 ,376569.00 ,1200508.00 ,376569.00 ,1201008.00 ,377069.00 ,1201008.00 ,377069.00 ,1200508.00 
637,4,N,10.85589,E,26.25232,35,P,418279.00 ,1200146.00 ,418529.00 ,1200396.00 ,418529.00 ,1200896.00 ,419029.00 ,1200896.00 ,419029.00 ,1200396.00 
638,4,N,10.8561,E,26.63617,35,P,460235.00 ,1200093.00 ,460485.00 ,1200343.00 ,460485.00 ,1200843.00 ,460985.00 ,1200843.00 ,460985.00 ,1200343.00 
639,4,N,10.85637,E,27.02003,35,P,502190.00 ,1200098.00 ,502440.00 ,1200348.00 ,502440.00 ,1200848.00 ,502940.00 ,1200848.00 ,502940.00 ,1200348.00 
664,4,N,10.51148,E,26.25252,35,P,418209.00 ,1162061.00 ,418459.00 ,1162311.00 ,418459.00 ,1162811.00 ,418959.00 ,1162811.00 ,418959.00 ,1162311.00 
665,4,N,10.51169,E,26.63644,35,P,460219.00 ,1162010.00 ,460469.00 ,1162260.00 ,460469.00 ,1162760.00 ,460969.00 ,1162760.00 ,460969.00 ,1162260.00 
666,4,N,10.51196,E,27.02036,35,P,502228.00 ,1162017.00 ,502478.00 ,1162267.00 ,502478.00 ,1162767.00 ,502978.00 ,1162767.00 ,502978.00 ,1162267.00 
667,4,N,10.51228,E,27.40429,35,P,544237.00 ,1162081.00 ,544487.00 ,1162331.00 ,544487.00 ,1162831.00 ,544987.00 ,1162831.00 ,544987.00 ,1162331.00 
684,4,N,10.16749,E,26.25273,35,P,418142.00 ,1124025.00 ,418392.00 ,1124275.00 ,418392.00 ,1124775.00 ,418892.00 ,1124775.00 ,418892.00 ,1124275.00 
685,4,N,10.1677,E,26.63671,35,P,460205.00 ,1123977.00 ,460455.00 ,1124227.00 ,460455.00 ,1124727.00 ,460955.00 ,1124727.00 ,460955.00 ,1124227.00 
686,4,N,10.16797,E,27.02069,35,P,502267.00 ,1123984.00 ,502517.00 ,1124234.00 ,502517.00 ,1124734.00 ,503017.00 ,1124734.00 ,503017.00 ,1124234.00 
687,4,N,10.16829,E,27.40468,35,P,544328.00 ,1124047.00 ,544578.00 ,1124297.00 ,544578.00 ,1124797.00 ,545078.00 ,1124797.00 ,545078.00 ,1124297.00 
703,4,N,9.82392,E2,6.25293,35,P,418079.00 ,1086036.00 ,418329.00 ,1086286.00 ,418329.00 ,1086786.00 ,418829.00 ,1086786.00 ,418829.00 ,1086286.00 
704,4,N,9.82413,E2,6.63698,35,P,460193.00 ,1085990.00 ,460443.00 ,1086240.00 ,460443.00 ,1086740.00 ,460943.00 ,1086740.00 ,460943.00 ,1086240.00 
705,4,N,9.8244,E2,7.02102,35,P,502305.00 ,1085998.00 ,502555.00 ,1086248.00 ,502555.00 ,1086748.00 ,503055.00 ,1086748.00 ,503055.00 ,1086248.00 
706,4,N,9.82472,E2,7.40507,35,P,544418.00 ,1086060.00 ,544668.00 ,1086310.00 ,544668.00 ,1086810.00 ,545168.00 ,1086810.00 ,545168.00 ,1086310.00 
707,4,N,9.8251,E2,7.78912,35,P,586532.00 ,1086177.00 ,586782.00 ,1086427.00 ,586782.00 ,1086927.00 ,587282.00 ,1086927.00 ,587282.00 ,1086427.00 
864,4,N,11.37314,E,25.67636,35,P,355574.00 ,1257567.00 ,355824.00 ,1257817.00 ,355824.00 ,1258317.00 ,356324.00 ,1258317.00 ,356324.00 ,1257817.00 
865,4,N,11.37327,E,26.06013,35,P,397452.00 ,1257418.00 ,397702.00 ,1257668.00 ,397702.00 ,1258168.00 ,398202.00 ,1258168.00 ,398202.00 ,1257668.00 
866,4,N,11.37345,E,26.44389,35,P,439325.00 ,1257330.00 ,439575.00 ,1257580.00 ,439575.00 ,1258080.00 ,440075.00 ,1258080.00 ,440075.00 ,1257580.00 
867,4,N,11.37369,E,26.82766,35,P,481197.00 ,1257305.00 ,481447.00 ,1257555.00 ,481447.00 ,1258055.00 ,481947.00 ,1258055.00 ,481947.00 ,1257555.00 
868,4,N,11.37399,E,27.21142,35,P,523067.00 ,1257340.00 ,523317.00 ,1257590.00 ,523317.00 ,1258090.00 ,523817.00 ,1258090.00 ,523817.00 ,1257590.00 
895,4,N,11.02818,E,26.0603,35,P,397349.00 ,1219256.00 ,397599.00 ,1219506.00 ,397599.00 ,1220006.00 ,398099.00 ,1220006.00 ,398099.00 ,1219506.00 
896,4,N,11.02836,E,26.44413,35,P,439279.00 ,1219172.00 ,439529.00 ,1219422.00 ,439529.00 ,1219922.00 ,440029.00 ,1219922.00 ,440029.00 ,1219422.00 
897,4,N,11.0286,E,26.82795,35,P,481207.00 ,1219148.00 ,481457.00 ,1219398.00 ,481457.00 ,1219898.00 ,481957.00 ,1219898.00 ,481957.00 ,1219398.00 
898,4,N,11.0289,E,27.21178,35,P,523134.00 ,1219183.00 ,523384.00 ,1219433.00 ,523384.00 ,1219933.00 ,523884.00 ,1219933.00 ,523884.00 ,1219433.00 
924,4,N,10.68354,E,26.06047,35,P,397250.00 ,1181145.00 ,397500.00 ,1181395.00 ,397500.00 ,1181895.00 ,398000.00 ,1181895.00 ,398000.00 ,1181395.00 
925,4,N,10.68373,E,26.44436,35,P,439235.00 ,1181064.00 ,439485.00 ,1181314.00 ,439485.00 ,1181814.00 ,439985.00 ,1181814.00 ,439985.00 ,1181314.00 
926,4,N,10.68397,E,26.82825,35,P,481218.00 ,1181041.00 ,481468.00 ,1181291.00 ,481468.00 ,1181791.00 ,481968.00 ,1181791.00 ,481968.00 ,1181291.00 
927,4,N,10.68426,E,27.21214,35,P,523200.00 ,1181077.00 ,523450.00 ,1181327.00 ,523450.00 ,1181827.00 ,523950.00 ,1181827.00 ,523950.00 ,1181327.00 
948,4,N,10.33935,E,26.06065,35,P,397155.00 ,1143083.00 ,397405.00 ,1143333.00 ,397405.00 ,1143833.00 ,397905.00 ,1143833.00 ,397905.00 ,1143333.00 
949,4,N,10.33953,E,26.4446,35,P,439194.00 ,1143005.00 ,439444.00 ,1143255.00 ,439444.00 ,1143755.00 ,439944.00 ,1143755.00 ,439944.00 ,1143255.00 
950,4,N,10.33977,E,26.82855,35,P,481230.00 ,1142984.00 ,481480.00 ,1143234.00 ,481480.00 ,1143734.00 ,481980.00 ,1143734.00 ,481980.00 ,1143234.00 
951,4,N,10.34006,E,27.21251,35,P,523265.00 ,1143019.00 ,523515.00 ,1143269.00 ,523515.00 ,1143769.00 ,524015.00 ,1143769.00 ,524015.00 ,1143269.00 
969,4,N,9.99575,E2,6.44484,35,P,439155.00 ,1104994.00 ,439405.00 ,1105244.00 ,439405.00 ,1105744.00 ,439905.00 ,1105744.00 ,439905.00 ,1105244.00 
970,4,N,9.99599,E2,6.82885,35,P,481243.00 ,1104974.00 ,481493.00 ,1105224.00 ,481493.00 ,1105724.00 ,481993.00 ,1105724.00 ,481993.00 ,1105224.00 
971,4,N,9.99629,E2,7.21287,35,P,523330.00 ,1105010.00 ,523580.00 ,1105260.00 ,523580.00 ,1105760.00 ,524080.00 ,1105760.00 ,524080.00 ,1105260.00 
972,4,N,9.99664,E2,7.59688,35,P,565417.00 ,1105100.00 ,565667.00 ,1105350.00 ,565667.00 ,1105850.00 ,566167.00 ,1105850.00 ,566167.00 ,1105350.00 
985,4,N,9.65239,E2,6.44507,35,P,439118.00 ,1067029.00 ,439368.00 ,1067279.00 ,439368.00 ,1067779.00 ,439868.00 ,1067779.00 ,439868.00 ,1067279.00 
986,4,N,9.65263,E2,6.82915,35,P,481256.00 ,1067011.00 ,481506.00 ,1067261.00 ,481506.00 ,1067761.00 ,482006.00 ,1067761.00 ,482006.00 ,1067261.00 
987,4,N,9.65292,E2,7.21323,35,P,523393.00 ,1067046.00 ,523643.00 ,1067296.00 ,523643.00 ,1067796.00 ,524143.00 ,1067796.00 ,524143.00 ,1067296.00 
988,4,N,9.65327,E2,7.59731,35,P,565531.00 ,1067135.00 ,565781.00 ,1067385.00 ,565781.00 ,1067885.00 ,566281.00 ,1067885.00 ,566281.00 ,1067385.00 
426,3,N,12.41115,E,24.90888,35,P,272667.00 ,1372910.00 ,272917.00 ,1373160.00 ,272917.00 ,1373660.00 ,273417.00 ,1373660.00 ,273417.00 ,1373160.00 
502,4,N,12.93197,E,24.33367,35,P,210687.00 ,1431120.00 ,210937.00 ,1431370.00 ,210937.00 ,1431870.00 ,211437.00 ,1431870.00 ,211437.00 ,1431370.00 
503,4,N,12.9319,E,24.71716,35,P,252319.00 ,1430709.00 ,252569.00 ,1430959.00 ,252569.00 ,1431459.00 ,253069.00 ,1431459.00 ,253069.00 ,1430959.00 
514,4,N,12.58481,E,23.95002,34,P,820557.00 ,1393021.00 ,820807.00 ,1393271.00 ,820807.00 ,1393771.00 ,821307.00 ,1393771.00 ,821307.00 ,1393271.00 
515,4,N,12.58468,E,24.33357,35,P,210280.00 ,1392678.00 ,210530.00 ,1392928.00 ,210530.00 ,1393428.00 ,211030.00 ,1393428.00 ,211030.00 ,1392928.00 
516,4,N,12.58461,E,24.71711,35,P,251975.00 ,1392277.00 ,252225.00 ,1392527.00 ,252225.00 ,1393027.00 ,252725.00 ,1393027.00 ,252725.00 ,1392527.00 
533,4,N,12.23804,E,23.94985,34,P,820963.00 ,1354628.00 ,821213.00 ,1354878.00 ,821213.00 ,1355378.00 ,821713.00 ,1355378.00 ,821713.00 ,1354878.00 
534,4,N,12.23791,E,24.33346,35,P,209884.00 ,1354293.00 ,210134.00 ,1354543.00 ,210134.00 ,1355043.00 ,210634.00 ,1355043.00 ,210634.00 ,1354543.00 
554,4,N,11.89176,E,23.94968,34,P,821357.00 ,1316291.00 ,821607.00 ,1316541.00 ,821607.00 ,1317041.00 ,822107.00 ,1317041.00 ,822107.00 ,1316541.00 
555,4,N,11.89164,E,24.33335,35,P,209499.00 ,1315965.00 ,209749.00 ,1316215.00 ,209749.00 ,1316715.00 ,210249.00 ,1316715.00 ,210249.00 ,1316215.00 
556,4,N,11.89157,E,24.71702,35,P,251317.00 ,1315585.00 ,251567.00 ,1315835.00 ,251567.00 ,1316335.00 ,252067.00 ,1316335.00 ,252067.00 ,1315835.00 
576,4,N,11.54598,E,23.94951,34,P,821739.00 ,1278008.00 ,821989.00 ,1278258.00 ,821989.00 ,1278758.00 ,822489.00 ,1278758.00 ,822489.00 ,1278258.00 
577,4,N,11.54585,E,24.33324,35,P,209125.00 ,1277691.00 ,209375.00 ,1277941.00 ,209375.00 ,1278441.00 ,209875.00 ,1278441.00 ,209875.00 ,1277941.00 
578,4,N,11.54578,E,24.71697,35,P,251002.00 ,1277321.00 ,251252.00 ,1277571.00 ,251252.00 ,1278071.00 ,251752.00 ,1278071.00 ,251752.00 ,1277571.00 
579,4,N,11.54577,E,25.10071,35,P,292870.00 ,1277014.00 ,293120.00 ,1277264.00 ,293120.00 ,1277764.00 ,293620.00 ,1277764.00 ,293620.00 ,1277264.00 
601,4,N,11.20084,E,23.56554,34,P,780165.00 ,1239406.00 ,780415.00 ,1239656.00 ,780415.00 ,1240156.00 ,780915.00 ,1240156.00 ,780915.00 ,1239656.00 
602,4,N,11.20066,E,23.94933,34,P,822109.00 ,1239778.00 ,822359.00 ,1240028.00 ,822359.00 ,1240528.00 ,822859.00 ,1240528.00 ,822859.00 ,1240028.00 
603,4,N,11.20054,E,24.33313,35,P,208762.00 ,1239470.00 ,209012.00 ,1239720.00 ,209012.00 ,1240220.00 ,209512.00 ,1240220.00 ,209512.00 ,1239720.00 
604,4,N,11.20047,E,24.71693,35,P,250697.00 ,1239110.00 ,250947.00 ,1239360.00 ,250947.00 ,1239860.00 ,251447.00 ,1239860.00 ,251447.00 ,1239360.00 
605,4,N,11.20045,E,25.10072,35,P,292622.00 ,1238811.00 ,292872.00 ,1239061.00 ,292872.00 ,1239561.00 ,293372.00 ,1239561.00 ,293372.00 ,1239061.00 
606,4,N,11.20049,E,25.48452,35,P,334538.00 ,1238574.00 ,334788.00 ,1238824.00 ,334788.00 ,1239324.00 ,335288.00 ,1239324.00 ,335288.00 ,1238824.00 
629,4,N,10.85622,E,23.18144,34,P,738478.00 ,1200937.00 ,738728.00 ,1201187.00 ,738728.00 ,1201687.00 ,739228.00 ,1201687.00 ,739228.00 ,1201187.00 
630,4,N,10.85598,E,23.5653,34,P,780466.00 ,1201239.00 ,780716.00 ,1201489.00 ,780716.00 ,1201989.00 ,781216.00 ,1201989.00 ,781216.00 ,1201489.00 
631,4,N,10.8558,E,23.94916,34,P,822467.00 ,1201600.00 ,822717.00 ,1201850.00 ,822717.00 ,1202350.00 ,823217.00 ,1202350.00 ,823217.00 ,1201850.00 
632,4,N,10.85568,E,24.33302,35,P,208410.00 ,1201300.00 ,208660.00 ,1201550.00 ,208660.00 ,1202050.00 ,209160.00 ,1202050.00 ,209160.00 ,1201550.00 
633,4,N,10.85561,E,24.71688,35,P,250401.00 ,1200951.00 ,250651.00 ,1201201.00 ,250651.00 ,1201701.00 ,251151.00 ,1201701.00 ,251151.00 ,1201201.00 
634,4,N,10.85559,E,25.10074,35,P,292382.00 ,1200661.00 ,292632.00 ,1200911.00 ,292632.00 ,1201411.00 ,293132.00 ,1201411.00 ,293132.00 ,1200911.00 
635,4,N,10.85564,E,25.4846,35,P,334354.00 ,1200430.00 ,334604.00 ,1200680.00 ,334604.00 ,1201180.00 ,335104.00 ,1201180.00 ,335104.00 ,1200680.00 
657,4,N,10.51157,E,23.56507,34,P,780757.00 ,1163121.00 ,781007.00 ,1163371.00 ,781007.00 ,1163871.00 ,781507.00 ,1163871.00 ,781507.00 ,1163371.00 
658,4,N,10.51139,E,23.94899,34,P,822812.00 ,1163471.00 ,823062.00 ,1163721.00 ,823062.00 ,1164221.00 ,823562.00 ,1164221.00 ,823562.00 ,1163721.00 
659,4,N,10.51126,E,24.33291,35,P,208069.00 ,1163180.00 ,208319.00 ,1163430.00 ,208319.00 ,1163930.00 ,208819.00 ,1163930.00 ,208819.00 ,1163430.00 
660,4,N,10.51119,E,24.71683,35,P,250114.00 ,1162841.00 ,250364.00 ,1163091.00 ,250364.00 ,1163591.00 ,250864.00 ,1163591.00 ,250864.00 ,1163091.00 
661,4,N,10.51118,E,25.10076,35,P,292149.00 ,1162560.00 ,292399.00 ,1162810.00 ,292399.00 ,1163310.00 ,292899.00 ,1163310.00 ,292899.00 ,1162810.00 
662,4,N,10.51122,E,25.48468,35,P,334175.00 ,1162336.00 ,334425.00 ,1162586.00 ,334425.00 ,1163086.00 ,334925.00 ,1163086.00 ,334925.00 ,1162586.00 
663,4,N,10.51132,E,25.8686,35,P,376195.00 ,1162170.00 ,376445.00 ,1162420.00 ,376445.00 ,1162920.00 ,376945.00 ,1162920.00 ,376945.00 ,1162420.00 
680,4,N,10.16758,E,23.56483,34,P,781038.00 ,1125052.00 ,781288.00 ,1125302.00 ,781288.00 ,1125802.00 ,781788.00 ,1125802.00 ,781788.00 ,1125302.00 
681,4,N,10.1674,E,23.94882,34,P,823145.00 ,1125390.00 ,823395.00 ,1125640.00 ,823395.00 ,1126140.00 ,823895.00 ,1126140.00 ,823895.00 ,1125640.00 
682,4,N,10.16728,E,24.3328,35,P,207738.00 ,1125109.00 ,207988.00 ,1125359.00 ,207988.00 ,1125859.00 ,208488.00 ,1125859.00 ,208488.00 ,1125359.00 
683,4,N,10.16721,E,24.71679,35,P,249837.00 ,1124780.00 ,250087.00 ,1125030.00 ,250087.00 ,1125530.00 ,250587.00 ,1125530.00 ,250587.00 ,1125030.00 
700,4,N,9.82383,E2,3.94865,34,P,823466.00 ,1087356.00 ,823716.00 ,1087606.00 ,823716.00 ,1088106.00 ,824216.00 ,1088106.00 ,824216.00 ,1087606.00 
701,4,N,9.82371,E2,4.33269,35,P,207419.00 ,1087084.00 ,207669.00 ,1087334.00 ,207669.00 ,1087834.00 ,208169.00 ,1087834.00 ,208169.00 ,1087334.00 
702,4,N,9.82364,E2,4.71674,35,P,249568.00 ,1086765.00 ,249818.00 ,1087015.00 ,249818.00 ,1087515.00 ,250318.00 ,1087515.00 ,250318.00 ,1087015.00 
714,4,N,9.48067,E2,3.94847,34,P,823776.00 ,1049367.00 ,824026.00 ,1049617.00 ,824026.00 ,1050117.00 ,824526.00 ,1050117.00 ,824526.00 ,1049617.00 
715,4,N,9.48054,E2,4.33258,35,P,207110.00 ,1049104.00 ,207360.00 ,1049354.00 ,207360.00 ,1049854.00 ,207860.00 ,1049854.00 ,207860.00 ,1049354.00 
716,4,N,9.48047,E2,4.71669,35,P,249310.00 ,1048796.00 ,249560.00 ,1049046.00 ,249560.00 ,1049546.00 ,250060.00 ,1049546.00 ,250060.00 ,1049046.00 
720,4,N,9.13807,E2,3.56413,34,P,781816.00 ,1011119.00 ,782066.00 ,1011369.00 ,782066.00 ,1011869.00 ,782566.00 ,1011869.00 ,782566.00 ,1011369.00 
721,4,N,9.13789,E2,3.9483,34,P,824073.00 ,1011422.00 ,824323.00 ,1011672.00 ,824323.00 ,1012172.00 ,824823.00 ,1012172.00 ,824823.00 ,1011672.00 
722,4,N,9.13777,E2,4.33248,35,P,206812.00 ,1011168.00 ,207062.00 ,1011418.00 ,207062.00 ,1011918.00 ,207562.00 ,1011918.00 ,207562.00 ,1011418.00 
723,4,N,8.79567,E2,3.5639,34,P,782055.00 ,973228.00 ,782305.00 ,973478.00 ,782305.00 ,973978.00 ,782805.00 ,973978.00 ,782805.00 ,973478.00 
724,4,N,8.79549,E2,3.94813,34,P,824358.00 ,973520.00 ,824608.00 ,973770.00 ,824608.00 ,974270.00 ,825108.00 ,974270.00 ,825108.00 ,973770.00 
725,4,N,8.79537,E2,4.33237,35,P,206525.00 ,973274.00 ,206775.00 ,973524.00 ,206775.00 ,974024.00 ,207275.00 ,974024.00 ,207275.00 ,973524.00 
