su,Strata,ns,X,ew,Y,utm_n,utm_z,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
728,4,N,14.52671,E,36.40493,37,P,220322.00 ,1607569.00 ,220572.00 ,1607819.00 ,220572.00 ,1608319.00 ,221072.00 ,1608319.00 ,221072.00 ,1607819.00 
1018,5,N,15.57652,E,35.63334,36,P,782416.00 ,1723837.00 ,782666.00 ,1724087.00 ,782666.00 ,1724587.00 ,783166.00 ,1724587.00 ,783166.00 ,1724087.00 
110,2,N,19.13299,E,35.99842,36,Q,815445.00 ,2118250.00 ,815695.00 ,2118500.00 ,815695.00 ,2119000.00 ,816195.00 ,2119000.00 ,816195.00 ,2118500.00 
113,2,N,18.4195,E,36.76701,37,Q,264127.00 ,2038051.00 ,264377.00 ,2038301.00 ,264377.00 ,2038801.00 ,264877.00 ,2038801.00 ,264877.00 ,2038301.00 
114,2,N,18.4232,E,37.53202,37,Q,344957.00 ,2037636.00 ,345207.00 ,2037886.00 ,345207.00 ,2038386.00 ,345707.00 ,2038386.00 ,345707.00 ,2037886.00 
116,2,N,17.699,E,35.24032,36,Q,737615.00 ,1958297.00 ,737865.00 ,1958547.00 ,737865.00 ,1959047.00 ,738365.00 ,1959047.00 ,738365.00 ,1958547.00 
120,2,N,17.71327,E,38.30136,37,Q,425920.00 ,1958601.00 ,426170.00 ,1958851.00 ,426170.00 ,1959351.00 ,426670.00 ,1959351.00 ,426670.00 ,1958851.00 
171,2,N,19.49801,E,37.14359,37,Q,305175.00 ,2156986.00 ,305425.00 ,2157236.00 ,305425.00 ,2157736.00 ,305925.00 ,2157736.00 ,305925.00 ,2157236.00 
173,2,N,18.77582,E,36.38265,37,Q,224081.00 ,2078052.00 ,224331.00 ,2078302.00 ,224331.00 ,2078802.00 ,224831.00 ,2078802.00 ,224831.00 ,2078302.00 
211,2,N,15.91574,E,31.80214,36,P,371778.00 ,1759982.00 ,372028.00 ,1760232.00 ,372028.00 ,1760732.00 ,372528.00 ,1760732.00 ,372528.00 ,1760232.00 
268,3,N,14.85275,E,27.20782,35,P,522357.00 ,1642050.00 ,522607.00 ,1642300.00 ,522607.00 ,1642800.00 ,523107.00 ,1642800.00 ,523107.00 ,1642300.00 
269,3,N,14.85352,E,27.97409,35,P,604798.00 ,1642354.00 ,605048.00 ,1642604.00 ,605048.00 ,1643104.00 ,605548.00 ,1643104.00 ,605548.00 ,1642604.00 
272,3,N,14.85511,E,29.12351,35,P,728492.00 ,1643387.00 ,728742.00 ,1643637.00 ,728742.00 ,1644137.00 ,729242.00 ,1644137.00 ,729242.00 ,1643637.00 
300,3,N,14.50273,E,27.59138,35,P,563723.00 ,1603409.00 ,563973.00 ,1603659.00 ,563973.00 ,1604159.00 ,564473.00 ,1604159.00 ,564473.00 ,1603659.00 
301,3,N,14.50314,E,27.97458,35,P,605017.00 ,1603596.00 ,605267.00 ,1603846.00 ,605267.00 ,1604346.00 ,605767.00 ,1604346.00 ,605767.00 ,1603846.00 
302,3,N,14.50362,E,28.35778,35,P,646315.00 ,1603859.00 ,646565.00 ,1604109.00 ,646565.00 ,1604609.00 ,647065.00 ,1604609.00 ,647065.00 ,1604109.00 
307,3,N,14.50683,E,30.27378,36,P,206153.00 ,1605533.00 ,206403.00 ,1605783.00 ,206403.00 ,1606283.00 ,206903.00 ,1606283.00 ,206903.00 ,1605783.00 
309,3,N,14.50852,E,31.04018,36,P,288795.00 ,1604872.00 ,289045.00 ,1605122.00 ,289045.00 ,1605622.00 ,289545.00 ,1605622.00 ,289545.00 ,1605122.00 
329,3,N,14.15259,E,27.20854,35,P,522505.00 ,1564612.00 ,522755.00 ,1564862.00 ,522755.00 ,1565362.00 ,523255.00 ,1565362.00 ,523255.00 ,1564862.00 
330,3,N,14.15295,E,27.5918,35,P,563867.00 ,1564722.00 ,564117.00 ,1564972.00 ,564117.00 ,1565472.00 ,564617.00 ,1565472.00 ,564617.00 ,1564972.00 
331,3,N,14.15336,E,27.97506,35,P,605232.00 ,1564906.00 ,605482.00 ,1565156.00 ,605482.00 ,1565656.00 ,605982.00 ,1565656.00 ,605982.00 ,1565156.00 
332,3,N,14.15383,E,28.35833,35,P,646601.00 ,1565164.00 ,646851.00 ,1565414.00 ,646851.00 ,1565914.00 ,647351.00 ,1565914.00 ,647351.00 ,1565414.00 
333,3,N,14.15436,E,28.74159,35,P,687975.00 ,1565497.00 ,688225.00 ,1565747.00 ,688225.00 ,1566247.00 ,688725.00 ,1566247.00 ,688725.00 ,1565747.00 
334,3,N,14.15494,E,29.12485,35,P,729357.00 ,1565903.00 ,729607.00 ,1566153.00 ,729607.00 ,1566653.00 ,730107.00 ,1566653.00 ,730107.00 ,1566153.00 
337,3,N,14.15704,E,30.27464,36,P,205789.00 ,1566807.00 ,206039.00 ,1567057.00 ,206039.00 ,1567557.00 ,206539.00 ,1567557.00 ,206539.00 ,1567057.00 
357,3,N,13.80574,E,29.12553,35,P,729776.00 ,1527260.00 ,730026.00 ,1527510.00 ,730026.00 ,1528010.00 ,730526.00 ,1528010.00 ,730526.00 ,1527510.00 
358,3,N,13.80638,E,29.50885,35,P,771235.00 ,1527731.00 ,771485.00 ,1527981.00 ,771485.00 ,1528481.00 ,771985.00 ,1528481.00 ,771985.00 ,1527981.00 
359,3,N,13.80708,E,29.89218,35,P,812706.00 ,1528275.00 ,812956.00 ,1528525.00 ,812956.00 ,1529025.00 ,813456.00 ,1529025.00 ,813456.00 ,1528525.00 
361,3,N,13.80864,E,30.65883,36,P,246904.00 ,1527798.00 ,247154.00 ,1528048.00 ,247154.00 ,1528548.00 ,247654.00 ,1528548.00 ,247654.00 ,1528048.00 
363,3,N,13.81044,E,31.42547,36,P,329808.00 ,1527320.00 ,330058.00 ,1527570.00 ,330058.00 ,1528070.00 ,330558.00 ,1528070.00 ,330558.00 ,1527570.00 
379,3,N,13.45774,E,29.50959,35,P,771714.00 ,1489142.00 ,771964.00 ,1489392.00 ,771964.00 ,1489892.00 ,772464.00 ,1489892.00 ,772464.00 ,1489392.00 
380,3,N,13.45844,E,29.89297,35,P,813252.00 ,1489675.00 ,813502.00 ,1489925.00 ,813502.00 ,1490425.00 ,814002.00 ,1490425.00 ,814002.00 ,1489925.00 
381,3,N,13.45919,E,30.27636,36,P,205098.00 ,1489549.00 ,205348.00 ,1489799.00 ,205348.00 ,1490299.00 ,205848.00 ,1490299.00 ,205848.00 ,1489799.00 
382,3,N,13.46,E,30.65975,36,P,246632.00 ,1489211.00 ,246882.00 ,1489461.00 ,246882.00 ,1489961.00 ,247382.00 ,1489961.00 ,247382.00 ,1489461.00 
383,3,N,13.46087,E,31.04314,36,P,288156.00 ,1488945.00 ,288406.00 ,1489195.00 ,288406.00 ,1489695.00 ,288906.00 ,1489695.00 ,288906.00 ,1489195.00 
384,3,N,13.46179,E,31.42652,36,P,329672.00 ,1488749.00 ,329922.00 ,1488999.00 ,329922.00 ,1489499.00 ,330422.00 ,1489499.00 ,330422.00 ,1488999.00 
385,3,N,13.46277,E,31.80991,36,P,371180.00 ,1488625.00 ,371430.00 ,1488875.00 ,371430.00 ,1489375.00 ,371930.00 ,1489375.00 ,371930.00 ,1488875.00 
403,3,N,13.11277,E,31.04412,36,P,287961.00 ,1450428.00 ,288211.00 ,1450678.00 ,288211.00 ,1451178.00 ,288711.00 ,1451178.00 ,288711.00 ,1450678.00 
404,3,N,13.1137,E,31.42757,36,P,329542.00 ,1450240.00 ,329792.00 ,1450490.00 ,329792.00 ,1450990.00 ,330292.00 ,1450990.00 ,330292.00 ,1450490.00 
405,3,N,13.11468,E,31.81102,36,P,371117.00 ,1450121.00 ,371367.00 ,1450371.00 ,371367.00 ,1450871.00 ,371867.00 ,1450871.00 ,371867.00 ,1450371.00 
419,3,N,12.76354,E,30.27808,36,P,204454.00 ,1412539.00 ,204704.00 ,1412789.00 ,204704.00 ,1413289.00 ,205204.00 ,1413289.00 ,205204.00 ,1412789.00 
420,3,N,12.76435,E,30.6616,36,P,246119.00 ,1412222.00 ,246369.00 ,1412472.00 ,246369.00 ,1412972.00 ,246869.00 ,1412972.00 ,246869.00 ,1412472.00 
421,3,N,12.76614,E,31.42862,36,P,329420.00 ,1411791.00 ,329670.00 ,1412041.00 ,329670.00 ,1412541.00 ,330170.00 ,1412541.00 ,330170.00 ,1412041.00 
520,4,N,12.58958,E,30.08674,36,P,183447.00 ,1393505.00 ,183697.00 ,1393755.00 ,183697.00 ,1394255.00 ,184197.00 ,1394255.00 ,184197.00 ,1393755.00 
521,4,N,12.5912,E,30.85383,36,P,266842.00 ,1392881.00 ,267092.00 ,1393131.00 ,267092.00 ,1393631.00 ,267592.00 ,1393631.00 ,267592.00 ,1393131.00 
784,4,N,12.76279,E,29.89457,35,P,814308.00 ,1412659.00 ,814558.00 ,1412909.00 ,814558.00 ,1413409.00 ,815058.00 ,1413409.00 ,815058.00 ,1412909.00 
801,4,N,12.41732,E,30.66252,36,P,245878.00 ,1373815.00 ,246128.00 ,1374065.00 ,246128.00 ,1374565.00 ,246628.00 ,1374565.00 ,246628.00 ,1374065.00 
1022,5,N,12.76522,E,31.04511,36,P,287774.00 ,1411972.00 ,288024.00 ,1412222.00 ,288024.00 ,1412722.00 ,288524.00 ,1412722.00 ,288524.00 ,1412222.00 
354,3,N,13.80416,E,27.97555,35,P,605443.00 ,1526281.00 ,605693.00 ,1526531.00 ,605693.00 ,1527031.00 ,606193.00 ,1527031.00 ,606193.00 ,1526531.00 
374,3,N,13.45511,E,27.59264,35,P,564149.00 ,1487542.00 ,564399.00 ,1487792.00 ,564399.00 ,1488292.00 ,564899.00 ,1488292.00 ,564899.00 ,1487792.00 
375,3,N,13.45552,E,27.97603,35,P,605651.00 ,1487720.00 ,605901.00 ,1487970.00 ,605901.00 ,1488470.00 ,606401.00 ,1488470.00 ,606401.00 ,1487970.00 
376,3,N,13.45599,E,28.35942,35,P,647156.00 ,1487969.00 ,647406.00 ,1488219.00 ,647406.00 ,1488719.00 ,647906.00 ,1488719.00 ,647906.00 ,1488219.00 
377,3,N,13.45652,E,28.74281,35,P,688667.00 ,1488289.00 ,688917.00 ,1488539.00 ,688917.00 ,1489039.00 ,689417.00 ,1489039.00 ,689417.00 ,1488539.00 
378,3,N,13.4571,E,29.1262,35,P,730186.00 ,1488680.00 ,730436.00 ,1488930.00 ,730436.00 ,1489430.00 ,730936.00 ,1489430.00 ,730936.00 ,1488930.00 
394,3,N,13.10702,E,27.59307,35,P,564286.00 ,1449046.00 ,564536.00 ,1449296.00 ,564536.00 ,1449796.00 ,565036.00 ,1449796.00 ,565036.00 ,1449296.00 
395,3,N,13.10743,E,27.97652,35,P,605854.00 ,1449221.00 ,606104.00 ,1449471.00 ,606104.00 ,1449971.00 ,606604.00 ,1449971.00 ,606604.00 ,1449471.00 
396,3,N,13.1079,E,28.35997,35,P,647426.00 ,1449465.00 ,647676.00 ,1449715.00 ,647676.00 ,1450215.00 ,648176.00 ,1450215.00 ,648176.00 ,1449715.00 
397,3,N,13.10843,E,28.74342,35,P,689003.00 ,1449779.00 ,689253.00 ,1450029.00 ,689253.00 ,1450529.00 ,689753.00 ,1450529.00 ,689753.00 ,1450029.00 
398,3,N,13.10901,E,29.12687,35,P,730588.00 ,1450162.00 ,730838.00 ,1450412.00 ,730838.00 ,1450912.00 ,731338.00 ,1450912.00 ,731338.00 ,1450412.00 
399,3,N,13.10965,E,29.51032,35,P,772181.00 ,1450615.00 ,772431.00 ,1450865.00 ,772431.00 ,1451365.00 ,772931.00 ,1451365.00 ,772931.00 ,1450865.00 
432,3,N,12.41209,E,27.21034,35,P,522862.00 ,1372131.00 ,523112.00 ,1372381.00 ,523112.00 ,1372881.00 ,523612.00 ,1372881.00 ,523612.00 ,1372381.00 
433,3,N,12.41244,E,27.59391,35,P,564554.00 ,1372233.00 ,564804.00 ,1372483.00 ,564804.00 ,1372983.00 ,565304.00 ,1372983.00 ,565304.00 ,1372483.00 
434,3,N,12.41285,E,27.97749,35,P,606249.00 ,1372402.00 ,606499.00 ,1372652.00 ,606499.00 ,1373152.00 ,606999.00 ,1373152.00 ,606999.00 ,1372652.00 
435,3,N,12.41332,E,28.36107,35,P,647948.00 ,1372636.00 ,648198.00 ,1372886.00 ,648198.00 ,1373386.00 ,648698.00 ,1373386.00 ,648698.00 ,1372886.00 
445,3,N,12.06592,E,27.59434,35,P,564684.00 ,1333913.00 ,564934.00 ,1334163.00 ,564934.00 ,1334663.00 ,565434.00 ,1334663.00 ,565434.00 ,1334163.00 
447,3,N,12.0668,E,28.36162,35,P,648201.00 ,1334308.00 ,648451.00 ,1334558.00 ,648451.00 ,1335058.00 ,648951.00 ,1335058.00 ,648951.00 ,1334558.00 
454,3,N,11.71989,E,27.59476,35,P,564812.00 ,1295648.00 ,565062.00 ,1295898.00 ,565062.00 ,1296398.00 ,565562.00 ,1296398.00 ,565562.00 ,1295898.00 
517,4,N,12.58758,E,28.93611,35,P,710332.00 ,1392303.00 ,710582.00 ,1392553.00 ,710582.00 ,1393053.00 ,711082.00 ,1393053.00 ,711082.00 ,1392553.00 
518,4,N,12.58819,E,29.31966,35,P,752018.00 ,1392708.00 ,752268.00 ,1392958.00 ,752268.00 ,1393458.00 ,752768.00 ,1393458.00 ,752768.00 ,1392958.00 
535,4,N,12.24025,E,28.55315,35,P,668942.00 ,1353606.00 ,669192.00 ,1353856.00 ,669192.00 ,1354356.00 ,669692.00 ,1354356.00 ,669692.00 ,1353856.00 
536,4,N,12.2408,E,28.93675,35,P,710681.00 ,1353937.00 ,710931.00 ,1354187.00 ,710931.00 ,1354687.00 ,711431.00 ,1354687.00 ,711431.00 ,1354187.00 
537,4,N,12.24141,E,29.32036,35,P,752429.00 ,1354333.00 ,752679.00 ,1354583.00 ,752679.00 ,1355083.00 ,753179.00 ,1355083.00 ,753179.00 ,1354583.00 
557,4,N,11.89348,E,28.17006,35,P,627429.00 ,1315043.00 ,627679.00 ,1315293.00 ,627679.00 ,1315793.00 ,628179.00 ,1315793.00 ,628179.00 ,1315293.00 
558,4,N,11.89398,E,28.55373,35,P,669222.00 ,1315303.00 ,669472.00 ,1315553.00 ,669472.00 ,1316053.00 ,669972.00 ,1316053.00 ,669972.00 ,1315553.00 
559,4,N,11.89453,E,28.9374,35,P,711022.00 ,1315626.00 ,711272.00 ,1315876.00 ,711272.00 ,1316376.00 ,711772.00 ,1316376.00 ,711772.00 ,1315876.00 
582,4,N,11.54687,E,27.40311,35,P,543954.00 ,1276479.00 ,544204.00 ,1276729.00 ,544204.00 ,1277229.00 ,544704.00 ,1277229.00 ,544704.00 ,1276729.00 
583,4,N,11.54725,E,27.78684,35,P,585798.00 ,1276609.00 ,586048.00 ,1276859.00 ,586048.00 ,1277359.00 ,586548.00 ,1277359.00 ,586548.00 ,1276859.00 
584,4,N,11.54769,E,28.17057,35,P,627644.00 ,1276800.00 ,627894.00 ,1277050.00 ,627894.00 ,1277550.00 ,628394.00 ,1277550.00 ,628394.00 ,1277050.00 
585,4,N,11.54819,E,28.55431,35,P,669496.00 ,1277054.00 ,669746.00 ,1277304.00 ,669746.00 ,1277804.00 ,670246.00 ,1277804.00 ,670246.00 ,1277304.00 
586,4,N,11.54874,E,28.93804,35,P,711355.00 ,1277371.00 ,711605.00 ,1277621.00 ,711605.00 ,1278121.00 ,712105.00 ,1278121.00 ,712105.00 ,1277621.00 
587,4,N,11.54934,E,29.32177,35,P,753222.00 ,1277750.00 ,753472.00 ,1278000.00 ,753472.00 ,1278500.00 ,753972.00 ,1278500.00 ,753972.00 ,1278000.00 
611,4,N,11.20156,E,27.4035,35,P,544050.00 ,1238296.00 ,544300.00 ,1238546.00 ,544300.00 ,1239046.00 ,544800.00 ,1239046.00 ,544800.00 ,1238546.00 
612,4,N,11.20194,E,27.7873,35,P,585951.00 ,1238423.00 ,586201.00 ,1238673.00 ,586201.00 ,1239173.00 ,586701.00 ,1239173.00 ,586701.00 ,1238673.00 
613,4,N,11.20237,E,28.17109,35,P,627855.00 ,1238610.00 ,628105.00 ,1238860.00 ,628105.00 ,1239360.00 ,628605.00 ,1239360.00 ,628605.00 ,1238860.00 
614,4,N,11.20287,E,28.55489,35,P,669764.00 ,1238858.00 ,670014.00 ,1239108.00 ,670014.00 ,1239608.00 ,670514.00 ,1239608.00 ,670514.00 ,1239108.00 
615,4,N,11.20342,E,28.93868,35,P,711680.00 ,1239168.00 ,711930.00 ,1239418.00 ,711930.00 ,1239918.00 ,712430.00 ,1239918.00 ,712430.00 ,1239418.00 
616,4,N,11.20402,E,29.32248,35,P,753605.00 ,1239538.00 ,753855.00 ,1239788.00 ,753855.00 ,1240288.00 ,754355.00 ,1240288.00 ,754355.00 ,1239788.00 
640,4,N,10.8567,E,27.40389,35,P,544144.00 ,1200164.00 ,544394.00 ,1200414.00 ,544394.00 ,1200914.00 ,544894.00 ,1200914.00 ,544894.00 ,1200414.00 
641,4,N,10.85708,E,27.78775,35,P,586101.00 ,1200288.00 ,586351.00 ,1200538.00 ,586351.00 ,1201038.00 ,586851.00 ,1201038.00 ,586851.00 ,1200538.00 
642,4,N,10.85751,E,28.17161,35,P,628061.00 ,1200471.00 ,628311.00 ,1200721.00 ,628311.00 ,1201221.00 ,628811.00 ,1201221.00 ,628811.00 ,1200721.00 
643,4,N,10.85801,E,28.55547,35,P,670026.00 ,1200714.00 ,670276.00 ,1200964.00 ,670276.00 ,1201464.00 ,670776.00 ,1201464.00 ,670776.00 ,1200964.00 
644,4,N,10.85856,E,28.93933,35,P,711998.00 ,1201016.00 ,712248.00 ,1201266.00 ,712248.00 ,1201766.00 ,712748.00 ,1201766.00 ,712748.00 ,1201266.00 
645,4,N,10.85916,E,29.32318,35,P,753978.00 ,1201377.00 ,754228.00 ,1201627.00 ,754228.00 ,1202127.00 ,754728.00 ,1202127.00 ,754728.00 ,1201627.00 
668,4,N,10.51266,E,27.78821,35,P,586248.00 ,1162203.00 ,586498.00 ,1162453.00 ,586498.00 ,1162953.00 ,586998.00 ,1162953.00 ,586998.00 ,1162453.00 
669,4,N,10.5131,E,28.17213,35,P,628262.00 ,1162383.00 ,628512.00 ,1162633.00 ,628512.00 ,1163133.00 ,629012.00 ,1163133.00 ,629012.00 ,1162633.00 
670,4,N,10.51359,E,28.55605,35,P,670281.00 ,1162620.00 ,670531.00 ,1162870.00 ,670531.00 ,1163370.00 ,671031.00 ,1163370.00 ,671031.00 ,1162870.00 
671,4,N,10.51414,E,28.93997,35,P,712307.00 ,1162914.00 ,712557.00 ,1163164.00 ,712557.00 ,1163664.00 ,713057.00 ,1163664.00 ,713057.00 ,1163164.00 
672,4,N,10.51474,E,29.32389,35,P,754342.00 ,1163267.00 ,754592.00 ,1163517.00 ,754592.00 ,1164017.00 ,755092.00 ,1164017.00 ,755092.00 ,1163517.00 
673,4,N,10.5154,E,29.70781,35,P,796388.00 ,1163677.00 ,796638.00 ,1163927.00 ,796638.00 ,1164427.00 ,797138.00 ,1164427.00 ,797138.00 ,1163927.00 
688,4,N,10.16867,E,27.78866,35,P,586391.00 ,1124167.00 ,586641.00 ,1124417.00 ,586641.00 ,1124917.00 ,587141.00 ,1124917.00 ,587141.00 ,1124417.00 
689,4,N,10.16911,E,28.17265,35,P,628458.00 ,1124342.00 ,628708.00 ,1124592.00 ,628708.00 ,1125092.00 ,629208.00 ,1125092.00 ,629208.00 ,1124592.00 
690,4,N,10.1696,E,28.55663,35,P,670530.00 ,1124573.00 ,670780.00 ,1124823.00 ,670780.00 ,1125323.00 ,671280.00 ,1125323.00 ,671280.00 ,1124823.00 
691,4,N,10.17015,E,28.94061,35,P,712609.00 ,1124861.00 ,712859.00 ,1125111.00 ,712859.00 ,1125611.00 ,713359.00 ,1125611.00 ,713359.00 ,1125111.00 
692,4,N,10.17075,E,29.3246,35,P,754697.00 ,1125205.00 ,754947.00 ,1125455.00 ,754947.00 ,1125955.00 ,755447.00 ,1125955.00 ,755447.00 ,1125455.00 
693,4,N,10.17142,E,29.70858,35,P,796796.00 ,1125604.00 ,797046.00 ,1125854.00 ,797046.00 ,1126354.00 ,797546.00 ,1126354.00 ,797546.00 ,1125854.00 
708,4,N,9.82554,E2,8.17316,35,P,628650.00 ,1086348.00 ,628900.00 ,1086598.00 ,628900.00 ,1087098.00 ,629400.00 ,1087098.00 ,629400.00 ,1086598.00 
709,4,N,9.82603,E2,8.55721,35,P,670773.00 ,1086574.00 ,671023.00 ,1086824.00 ,671023.00 ,1087324.00 ,671523.00 ,1087324.00 ,671523.00 ,1086824.00 
710,4,N,9.82658,E2,8.94126,35,P,712904.00 ,1086854.00 ,713154.00 ,1087104.00 ,713154.00 ,1087604.00 ,713654.00 ,1087604.00 ,713654.00 ,1087104.00 
711,4,N,9.82718,E2,9.3253,35,P,755043.00 ,1087189.00 ,755293.00 ,1087439.00 ,755293.00 ,1087939.00 ,755793.00 ,1087939.00 ,755793.00 ,1087439.00 
717,4,N,9.48237,E2,8.17368,35,P,628837.00 ,1048400.00 ,629087.00 ,1048650.00 ,629087.00 ,1049150.00 ,629587.00 ,1049150.00 ,629587.00 ,1048650.00 
718,4,N,9.48286,E2,8.55779,35,P,671010.00 ,1048620.00 ,671260.00 ,1048870.00 ,671260.00 ,1049370.00 ,671760.00 ,1049370.00 ,671760.00 ,1048870.00 
782,4,N,12.76146,E,29.12755,35,P,730981.00 ,1411704.00 ,731231.00 ,1411954.00 ,731231.00 ,1412454.00 ,731731.00 ,1412454.00 ,731731.00 ,1411954.00 
783,4,N,12.7621,E,29.51106,35,P,772639.00 ,1412147.00 ,772889.00 ,1412397.00 ,772889.00 ,1412897.00 ,773389.00 ,1412897.00 ,773389.00 ,1412397.00 
797,4,N,12.41385,E,28.74464,35,P,689652.00 ,1372937.00 ,689902.00 ,1373187.00 ,689902.00 ,1373687.00 ,690402.00 ,1373687.00 ,690402.00 ,1373187.00 
798,4,N,12.41443,E,29.12822,35,P,731365.00 ,1373305.00 ,731615.00 ,1373555.00 ,731615.00 ,1374055.00 ,732115.00 ,1374055.00 ,732115.00 ,1373555.00 
799,4,N,12.41506,E,29.5118,35,P,773086.00 ,1373739.00 ,773336.00 ,1373989.00 ,773336.00 ,1374489.00 ,773836.00 ,1374489.00 ,773836.00 ,1373989.00 
817,4,N,12.06732,E,28.74526,35,P,689967.00 ,1334603.00 ,690217.00 ,1334853.00 ,690217.00 ,1335353.00 ,690717.00 ,1335353.00 ,690717.00 ,1334853.00 
818,4,N,12.0679,E,29.12889,35,P,731740.00 ,1334963.00 ,731990.00 ,1335213.00 ,731990.00 ,1335713.00 ,732490.00 ,1335713.00 ,732490.00 ,1335213.00 
841,4,N,11.7203,E,27.97846,35,P,606628.00 ,1295810.00 ,606878.00 ,1296060.00 ,606878.00 ,1296560.00 ,607378.00 ,1296560.00 ,607378.00 ,1296060.00 
842,4,N,11.72129,E,28.74587,35,P,690274.00 ,1296324.00 ,690524.00 ,1296574.00 ,690524.00 ,1297074.00 ,691024.00 ,1297074.00 ,691024.00 ,1296574.00 
843,4,N,11.72187,E,29.12957,35,P,732107.00 ,1296676.00 ,732357.00 ,1296926.00 ,732357.00 ,1297426.00 ,732857.00 ,1297426.00 ,732857.00 ,1296926.00 
869,4,N,11.37434,E,27.59519,35,P,564938.00 ,1257437.00 ,565188.00 ,1257687.00 ,565188.00 ,1258187.00 ,565688.00 ,1258187.00 ,565688.00 ,1257687.00 
870,4,N,11.37475,E,27.97895,35,P,606812.00 ,1257596.00 ,607062.00 ,1257846.00 ,607062.00 ,1258346.00 ,607562.00 ,1258346.00 ,607562.00 ,1257846.00 
871,4,N,11.37522,E,28.36271,35,P,648690.00 ,1257816.00 ,648940.00 ,1258066.00 ,648940.00 ,1258566.00 ,649440.00 ,1258566.00 ,649440.00 ,1258066.00 
872,4,N,11.37574,E,28.74648,35,P,690574.00 ,1258098.00 ,690824.00 ,1258348.00 ,690824.00 ,1258848.00 ,691324.00 ,1258848.00 ,691324.00 ,1258348.00 
873,4,N,11.37632,E,29.13024,35,P,732465.00 ,1258442.00 ,732715.00 ,1258692.00 ,732715.00 ,1259192.00 ,733215.00 ,1259192.00 ,733215.00 ,1258692.00 
899,4,N,11.02925,E,27.59561,35,P,565061.00 ,1219279.00 ,565311.00 ,1219529.00 ,565311.00 ,1220029.00 ,565811.00 ,1220029.00 ,565811.00 ,1219529.00 
900,4,N,11.02966,E,27.97944,35,P,606992.00 ,1219434.00 ,607242.00 ,1219684.00 ,607242.00 ,1220184.00 ,607742.00 ,1220184.00 ,607742.00 ,1219684.00 
901,4,N,11.03013,E,28.36326,35,P,648926.00 ,1219650.00 ,649176.00 ,1219900.00 ,649176.00 ,1220400.00 ,649676.00 ,1220400.00 ,649676.00 ,1219900.00 
902,4,N,11.03065,E,28.74709,35,P,690867.00 ,1219925.00 ,691117.00 ,1220175.00 ,691117.00 ,1220675.00 ,691617.00 ,1220675.00 ,691617.00 ,1220175.00 
903,4,N,11.03123,E,29.13092,35,P,732815.00 ,1220261.00 ,733065.00 ,1220511.00 ,733065.00 ,1221011.00 ,733565.00 ,1221011.00 ,733565.00 ,1220511.00 
928,4,N,10.68462,E,27.59603,35,P,565182.00 ,1181171.00 ,565432.00 ,1181421.00 ,565432.00 ,1181921.00 ,565932.00 ,1181921.00 ,565932.00 ,1181421.00 
929,4,N,10.68502,E,27.97992,35,P,607168.00 ,1181323.00 ,607418.00 ,1181573.00 ,607418.00 ,1182073.00 ,607918.00 ,1182073.00 ,607918.00 ,1181573.00 
930,4,N,10.68549,E,28.36381,35,P,649157.00 ,1181533.00 ,649407.00 ,1181783.00 ,649407.00 ,1182283.00 ,649907.00 ,1182283.00 ,649907.00 ,1181783.00 
931,4,N,10.68601,E,28.7477,35,P,691153.00 ,1181803.00 ,691403.00 ,1182053.00 ,691403.00 ,1182553.00 ,691903.00 ,1182553.00 ,691903.00 ,1182053.00 
932,4,N,10.68659,E,29.13159,35,P,733156.00 ,1182130.00 ,733406.00 ,1182380.00 ,733406.00 ,1182880.00 ,733906.00 ,1182880.00 ,733906.00 ,1182380.00 
933,4,N,10.68722,E,29.51548,35,P,775169.00 ,1182517.00 ,775419.00 ,1182767.00 ,775419.00 ,1183267.00 ,775919.00 ,1183267.00 ,775919.00 ,1182767.00 
952,4,N,10.34042,E,27.59646,35,P,565301.00 ,1143112.00 ,565551.00 ,1143362.00 ,565551.00 ,1143862.00 ,566051.00 ,1143862.00 ,566051.00 ,1143362.00 
953,4,N,10.34082,E,27.98041,35,P,607340.00 ,1143261.00 ,607590.00 ,1143511.00 ,607590.00 ,1144011.00 ,608090.00 ,1144011.00 ,608090.00 ,1143511.00 
954,4,N,10.34129,E,28.36436,35,P,649383.00 ,1143466.00 ,649633.00 ,1143716.00 ,649633.00 ,1144216.00 ,650133.00 ,1144216.00 ,650133.00 ,1143716.00 
955,4,N,10.34181,E,28.74832,35,P,691432.00 ,1143729.00 ,691682.00 ,1143979.00 ,691682.00 ,1144479.00 ,692182.00 ,1144479.00 ,692182.00 ,1143979.00 
956,4,N,10.34239,E,29.13227,35,P,733489.00 ,1144049.00 ,733739.00 ,1144299.00 ,733739.00 ,1144799.00 ,734239.00 ,1144799.00 ,734239.00 ,1144299.00 
957,4,N,10.34302,E,29.51622,35,P,775556.00 ,1144425.00 ,775806.00 ,1144675.00 ,775806.00 ,1145175.00 ,776306.00 ,1145175.00 ,776306.00 ,1144675.00 
958,4,N,10.34371,E,29.90017,35,P,817634.00 ,1144859.00 ,817884.00 ,1145109.00 ,817884.00 ,1145609.00 ,818384.00 ,1145609.00 ,818384.00 ,1145109.00 
973,4,N,9.99705,E2,7.9809,35,P,607508.00 ,1105246.00 ,607758.00 ,1105496.00 ,607758.00 ,1105996.00 ,608258.00 ,1105996.00 ,608258.00 ,1105496.00 
