"su_su_no","plot_plot_no","tree_lucs","lucc","tree_no","tree_or_stump","tree_species_code","tree_species_scientific_name","tree_species_vernacular_name","tree_species_language_code","tree_species_language_variety","other_species","tree_axis_distance","tree_axis_distance_unit_name","tree_left_axis","tree_left_axis_unit_name","tree_right_axis","tree_right_axis_unit_name","diameter","diameter_unit_name","tree_dbh","tree_dbh_unit_name","tree_diameter_height","tree_diameter_height_unit_name","years_since_cut","tree_height","tree_height_unit_name","tree_bole_height","tree_bole_height_unit_name","stem_quality","crown_condition","overall_tree_condition","causative_agent.1.","causative_agent_qualifier.1.","causative_agent.2.","causative_agent_qualifier.2.","causative_agent.3.","causative_agent_qualifier.3.","decomposition_status","branch1_diameter","branch1_diameter_unit_name","branch1_length","branch1_length_unit_name","branch2_diameter","branch2_diameter_unit_name","branch2_length","branch2_length_unit_name","branch3_diameter","branch3_diameter_unit_name","branch3_length","branch3_length_unit_name","branch4_diameter","branch4_diameter_unit_name","branch4_length","branch4_length_unit_name","x_head","y_head","x_utm","y_utm","srs"
676,2,1,"FSD",18,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,92,NA,0,NA,7,NA,52,NA,24,NA,1.3,NA,NA,11,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266088.89054088,1164194.88231079,"EPSG:32636"
676,2,1,"FSD",19,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,105,NA,10,NA,0,NA,70,NA,65,NA,1,NA,NA,12,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266101.89054088,1164211.88231079,"EPSG:32636"
676,2,1,"FSD",20,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,113,NA,1,NA,0,NA,39,NA,22,NA,1.3,NA,NA,7,NA,1.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266109.89054088,1164202.88231079,"EPSG:32636"
676,2,1,"FSD",21,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,115,NA,0,NA,8,NA,47,NA,30,NA,1.3,NA,NA,8,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266111.89054088,1164193.88231079,"EPSG:32636"
676,2,1,"FSD",22,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,130,NA,0,NA,2,NA,30,NA,21,NA,1.3,NA,NA,4,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266126.89054088,1164199.88231079,"EPSG:32636"
676,2,1,"FSD",23,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,134,NA,3,NA,0,NA,61,NA,41,NA,1.3,NA,NA,10,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266130.89054088,1164204.88231079,"EPSG:32636"
676,2,1,"FSD",24,"stump","ALB/AMA","Albizia amara",NA,NA,NA,NA,145,NA,7,NA,0,NA,21,NA,18,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266141.89054088,1164208.88231079,"EPSG:32636"
676,2,1,"FSD",25,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,161,NA,7,NA,0,NA,32,NA,26,NA,1.3,NA,NA,9,NA,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266157.89054088,1164208.88231079,"EPSG:32636"
676,2,1,"FSD",26,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,161,NA,8,NA,0,NA,55,NA,53,NA,1,NA,NA,11,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266157.89054088,1164209.88231079,"EPSG:32636"
676,2,1,"FSD",27,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,178,NA,0,NA,6,NA,66,NA,66,NA,0.3,NA,NA,12,NA,0.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266174.89054088,1164195.88231079,"EPSG:32636"
676,2,1,"FSD",28,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,183,NA,2,NA,0,NA,19,NA,16,NA,1.3,NA,NA,8,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266179.89054088,1164203.88231079,"EPSG:32636"
676,2,1,"FSD",29,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,186,NA,8,NA,0,NA,17,NA,16,NA,1.3,NA,NA,10,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266182.89054088,1164209.88231079,"EPSG:32636"
676,2,1,"FSD",30,"stump","ACA/SEY/SEY","Acacia seyal var. seyal",NA,NA,NA,NA,197,NA,0,NA,1,NA,26,NA,19,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266193.89054088,1164200.88231079,"EPSG:32636"
676,2,1,"FSD",31,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,200,NA,1,NA,0,NA,15,NA,12,NA,1.3,NA,NA,9,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266196.89054088,1164202.88231079,"EPSG:32636"
676,2,1,"FSD",32,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,203,NA,0,NA,1,NA,31,NA,16,NA,1.3,NA,NA,9,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266199.89054088,1164200.88231079,"EPSG:32636"
676,2,1,"FSD",33,"tree","ACA/SEY/SEY","Acacia seyal var. seyal",NA,NA,NA,NA,209,NA,4,NA,0,NA,25,NA,20,NA,1.3,NA,NA,3,NA,1.5,NA,1,5,4,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266205.89054088,1164205.88231079,"EPSG:32636"
676,2,1,"FSD",34,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,218,NA,0,NA,1,NA,56,NA,47,NA,1.3,NA,NA,16,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266214.89054088,1164200.88231079,"EPSG:32636"
676,2,1,"FSD",35,"stump","ACA/SEY/SEY","Acacia seyal var. seyal",NA,NA,NA,NA,240,NA,0,NA,1,NA,18,NA,17,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266236.89054088,1164200.88231079,"EPSG:32636"
676,2,1,"FSD",36,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,241,NA,5,NA,0,NA,23,NA,22,NA,1,NA,NA,8,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265996.89054088,1164201.88231079,266237.89054088,1164206.88231079,"EPSG:32636"
676,3,1,"FSD",1,"tree","ACA/POL/COM","Acacia polyacantha subsp. campylacantha",NA,NA,NA,NA,20,NA,0,NA,9,NA,24,NA,22,NA,1.3,NA,NA,10,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266489.812084017,1164185.73355489,"EPSG:32636"
676,3,1,"FSD",2,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,31,NA,0,NA,2,NA,13,NA,12,NA,1.3,NA,NA,6,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266496.812084017,1164174.73355489,"EPSG:32636"
676,3,1,"FSD",3,"tree","ACA/POL/COM","Acacia polyacantha subsp. campylacantha",NA,NA,NA,NA,36,NA,6,NA,0,NA,20,NA,16,NA,1.3,NA,NA,7,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266504.812084017,1164169.73355489,"EPSG:32636"
676,3,1,"FSD",4,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,36,NA,5,NA,0,NA,36,NA,30,NA,1.3,NA,NA,13,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266503.812084017,1164169.73355489,"EPSG:32636"
676,3,1,"FSD",5,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,41,NA,2,NA,0,NA,29,NA,24,NA,1.3,NA,NA,9,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266500.812084017,1164164.73355489,"EPSG:32636"
676,3,1,"FSD",6,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,52,NA,9,NA,0,NA,34,NA,29,NA,1.3,NA,NA,14,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266507.812084017,1164153.73355489,"EPSG:32636"
676,3,1,"FSD",7,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,52,NA,0,NA,4,NA,28,NA,24,NA,1.3,NA,NA,14,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266494.812084017,1164153.73355489,"EPSG:32636"
676,3,1,"FSD",8,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,56,NA,0,NA,3,NA,38,NA,37,NA,1.3,NA,NA,14,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266495.812084017,1164149.73355489,"EPSG:32636"
676,3,1,"FSD",9,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,60,NA,0,NA,3,NA,34,NA,29,NA,1.3,NA,NA,15,NA,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266495.812084017,1164145.73355489,"EPSG:32636"
676,3,1,"FSD",10,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,63,NA,7,NA,0,NA,50,NA,36,NA,1.3,NA,NA,11,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266505.812084017,1164142.73355489,"EPSG:32636"
676,3,1,"FSD",11,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,64,NA,0,NA,4,NA,22,NA,16,NA,1.3,NA,NA,4,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266494.812084017,1164141.73355489,"EPSG:32636"
676,3,1,"FSD",12,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,67,NA,0,NA,3,NA,27,NA,25,NA,1.3,NA,NA,9,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266495.812084017,1164138.73355489,"EPSG:32636"
676,3,1,"FSD",13,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,71,NA,2,NA,0,NA,23,NA,18,NA,1.3,NA,NA,9,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266500.812084017,1164134.73355489,"EPSG:32636"
676,3,1,"FSD",14,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,85,NA,0,NA,9,NA,25,NA,20,NA,1.3,NA,NA,9,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266489.812084017,1164120.73355489,"EPSG:32636"
676,3,1,"FSD",15,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,87,NA,7,NA,0,NA,19,NA,15,NA,1.3,NA,NA,8,NA,3.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266505.812084017,1164118.73355489,"EPSG:32636"
676,3,1,"FSD",16,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,90,NA,4,NA,0,NA,26,NA,25,NA,1.3,NA,NA,7,NA,3.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266502.812084017,1164115.73355489,"EPSG:32636"
676,3,1,"FSD",17,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,98,NA,4,NA,0,NA,42,NA,36,NA,1.3,NA,NA,10,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266502.812084017,1164107.73355489,"EPSG:32636"
676,3,1,"FSD",18,"stump","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,99,NA,1,NA,0,NA,33,NA,26,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266499.812084017,1164106.73355489,"EPSG:32636"
676,3,1,"FSD",19,"tree","ZIZ/SPI","Ziziphus spina-christi",NA,NA,NA,NA,103,NA,5,NA,0,NA,25,NA,20,NA,1.3,NA,NA,6,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266503.812084017,1164102.73355489,"EPSG:32636"
676,3,1,"FSD",20,"tree","COM/CAP","Combretum capituliflorum",NA,NA,NA,NA,113,NA,0,NA,6,NA,26,NA,23,NA,1.3,NA,NA,7,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266492.812084017,1164092.73355489,"EPSG:32636"
676,3,1,"FSD",21,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,117,NA,7,NA,0,NA,43,NA,38,NA,1.3,NA,NA,13,NA,3.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266498.812084017,1164205.73355489,266505.812084017,1164088.73355489,"EPSG:32636"
783,1,1,"FSD",1,"stump","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,20,NA,0,NA,1,NA,20,NA,21,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772889,1412397,772890,1412417,"EPSG:32635"
783,1,1,"FSD",2,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,180,NA,3,NA,0,NA,25,NA,20,NA,1.3,NA,NA,4,NA,0.8,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772889,1412397,772886,1412577,"EPSG:32635"
783,3,1,"WG",1,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,89,NA,0,NA,8,NA,27,NA,21,NA,1.3,NA,NA,8.5,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773139,1412897,773131,1412808,"EPSG:32635"
783,3,1,"WG",2,"tree","ACA/NIL/NIL","Acacia nilotica subsp. nilotica",NA,NA,NA,NA,150,NA,0,NA,4,NA,38,NA,32,NA,1.3,NA,NA,9,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773139,1412897,773135,1412747,"EPSG:32635"
783,3,1,"WG",3,"tree","ZIZ/SPI","Ziziphus spina-christi",NA,NA,NA,NA,155,NA,0,NA,0,NA,25,NA,20,NA,1.3,NA,NA,8,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773139,1412897,773139,1412742,"EPSG:32635"
783,3,1,"WG",4,"tree","ACA/LAE","Acacia laeta",NA,NA,NA,NA,180,NA,0,NA,1,NA,29,NA,26,NA,1.3,NA,NA,9,NA,1.6,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773139,1412897,773138,1412717,"EPSG:32635"
783,4,1,"WG",1,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,63,NA,4,NA,0,NA,45,NA,41,NA,1.3,NA,NA,8,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773390,1412647,773327,1412643,"EPSG:32635"
783,4,1,"WG",2,"stump","ALB/AMA","Albizia amara",NA,NA,NA,NA,135,NA,2,NA,0,NA,25,NA,17,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773390,1412647,773255,1412645,"EPSG:32635"
803,2,1,"OCA",1,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,150,NA,5,NA,0,NA,25,NA,25,NA,0.3,NA,NA,5,NA,0.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329551.226091986,1374153.0221318,329701.226091986,1374158.0221318,"EPSG:32636"
872,1,1,"FD",1,"tree","ACA/GER/GER","Acacia gerrardii var. gerrardii",NA,NA,NA,NA,7,NA,0.5,NA,0,NA,28,NA,26,NA,1.3,NA,NA,9,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690832.009272557,1258360.49677448,"EPSG:32635"
872,1,1,"FD",2,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,9,NA,1,NA,0,NA,35,NA,35,NA,0.5,NA,NA,5,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690831.509272557,1258362.49677448,"EPSG:32635"
872,1,1,"FD",3,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,9,NA,0,NA,4,NA,26,NA,26,NA,0.3,NA,NA,5,NA,0.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690836.509272557,1258362.49677448,"EPSG:32635"
872,1,1,"FD",4,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,42,NA,7,NA,0,NA,20,NA,20,NA,0.4,NA,NA,5,NA,0.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690825.509272557,1258395.49677448,"EPSG:32635"
872,1,1,"FD",5,"tree","TMR/IND","Tamarindus indica",NA,NA,NA,NA,48,NA,6,NA,0,NA,50,NA,50,NA,0.6,NA,NA,7,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690826.509272557,1258401.49677448,"EPSG:32635"
872,1,1,"FD",6,"tree","TMR/IND","Tamarindus indica",NA,NA,NA,NA,48,NA,6,NA,0,NA,19,NA,17,NA,1.3,NA,NA,7,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690826.509272557,1258401.49677448,"EPSG:32635"
872,1,1,"FD",7,"tree","ACA/GER/GER","Acacia gerrardii var. gerrardii",NA,NA,NA,NA,72,NA,0,NA,9,NA,30,NA,28,NA,1.3,NA,NA,10,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690841.509272557,1258425.49677448,"EPSG:32635"
872,1,1,"FD",8,"tree","ACA/GER/GER","Acacia gerrardii var. gerrardii",NA,NA,NA,NA,90,NA,0,NA,8,NA,34,NA,34,NA,1,NA,NA,9,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690840.509272557,1258443.49677448,"EPSG:32635"
872,1,1,"FD",9,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,112,NA,1,NA,0,NA,42,NA,42,NA,0.3,NA,NA,10,NA,0.8,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690831.509272557,1258465.49677448,"EPSG:32635"
872,1,1,"FD",10,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,127,NA,3,NA,0,NA,18,NA,18,NA,0.4,NA,NA,5,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690829.509272557,1258480.49677448,"EPSG:32635"
872,1,1,"FD",11,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,127,NA,0,NA,10,NA,41,NA,40,NA,1.3,NA,NA,11,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690842.509272557,1258480.49677448,"EPSG:32635"
872,1,1,"FD",12,"tree","MAE/CRA","Maerua crassifolia",NA,NA,NA,NA,159,NA,0,NA,8,NA,24,NA,22,NA,1.3,NA,NA,8,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690840.509272557,1258512.49677448,"EPSG:32635"
872,1,1,"FD",13,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,159,NA,0,NA,8,NA,32,NA,32,NA,0.5,NA,NA,9,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690840.509272557,1258512.49677448,"EPSG:32635"
872,1,1,"FD",14,"tree","ACA/GER/GER","Acacia gerrardii var. gerrardii",NA,NA,NA,NA,204,NA,8,NA,0,NA,30,NA,29,NA,1,NA,NA,4,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690824.509272557,1258557.49677448,"EPSG:32635"
872,1,1,"FD",15,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,207,NA,7,NA,0,NA,14,NA,14,NA,0.3,NA,NA,7,NA,0.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690825.509272557,1258560.49677448,"EPSG:32635"
872,1,NA,"",16,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,207,NA,7,NA,0,NA,12,NA,11,NA,0.5,NA,NA,6,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690832.509272557,1258353.49677448,690825.509272557,1258560.49677448,"EPSG:32635"
