"su_su_no","plot_plot_no","lucs_lucs_no","lucs_photo_no","photo_lucs_description","photo_lucs_location_srs","photo_lucs_location_x","photo_lucs_location_y","photo_lucs_bearing","photo_lucs_bearing_unit_name","lucs_photo"
"0644","4","2","1","Land use","EPSG:32635","712628.142252473","1201265.09817888","270","","65649_306.jpg"
"0644","4","2","2","Land use","EPSG:32635","712508.854441968","1201260.97430269","90","","65649_312.jpg"
"0644","4","2","3","Land use","EPSG:32635","712508.019565057","1201261.75353667","90","","65649_318.jpg"
"0644","1","1","1","LAND USE","EPSG:32635","712250.731428692","1201267.60946343","0","","65649_472.jpg"
"0644","1","1","2","LAND USE","EPSG:32635","712245.792072745","1201504.7680404","180","","65649_488.jpg"
"0644","2","1","1","Land use","EPSG:32635","712260.69366037","1201771.23587615","90","","65649_703.jpg"
"0644","2","2","1","Land use","EPSG:32635","712378.43240479","1201767.22188158","90","","65649_759.jpg"
"0644","3","1","1","Land use","EPSG:32635","712740.451623283","1201766.21392255","180","","65649_918.jpg"
"0644","3","1","2","Land use","EPSG:32635","712753.719682762","1201641.50719337","180","","65649_924.jpg"
"0644","3","1","3","LAND USE","EPSG:32635","712753.764153294","1201507.06142596","180","","65649_961.jpg"
"0559","1","1","11123","LUCS","EPSG:32635","711273.910527169","1315875.93771345","0","","18674_260.jpg"
"0559","1","1","114921","Land","EPSG:32635","711271.243629814","1315997.79227568","180","","18674_650.jpg"
"0559","2","1","121922","Land","EPSG:32635","711269.499876929","1316373.45277062","90","","18674_918.jpg"
"0559","2","1","123643","Stream","EPSG:32635","711323.882372357","1316372.70273944","90","","18674_1062.jpg"
"0559","3","1","1460","F","EPSG:32635","711774.663007281","1316376.25105028","180","","18674_1460.jpg"
"0559","3","1","152511","Land use","EPSG:32635","711768.598920521","1316124.83542823","0","","18674_2026.jpg"
"0559","4","1","154021","Land use","EPSG:32635","711755.938749782","1315862.00198003","280","","18674_2185.jpg"
"0559","4","1","162839","F","EPSG:32635","711517.292387331","1315873.31182457","90","","18674_2689.jpg"
"0879","2","1","1","LUCS","EPSG:32636","329251.835944108","1259309.86463953","90","","114931_255.jpg"
"0879","2","1","4","LUCS","EPSG:32636","329374.600155003","1259317.99113011","90","","114931_266.jpg"
"0879","2","1","6","LUCS","EPSG:32636","329505.554360863","1259318.28668123","270","","114931_707.jpg"
"0879","3","1","7","LUCS","EPSG:32636","329747.768239943","1259314.32872131","180","","114931_866.jpg"
"0879","3","1","9","LUCS","EPSG:32636","329744.378112545","1259198.37132842","180","","114931_904.jpg"
"0879","3","1","11","LUCS","EPSG:32636","329745.72934691","1259070.19633906","0","","114931_978.jpg"
"0879","4","1","12","LUCS","EPSG:32636","329746.449087716","1258819.62468106","270","","114931_1137.jpg"
"0879","4","1","14","LUCS","EPSG:32636","329623.853769318","1258816.44542012","270","","114931_1183.jpg"
"0879","4","1","15","LUCS","EPSG:32636","329496.383154969","1258817.05954768","90","","114931_1313.jpg"
"0879","1","1","14","LUCS","EPSG:32636","329247.255080969","1258817.30368325","0","","114931_1483.jpg"
"0879","1","1","15","LUCS","EPSG:32636","329247.117913368","1258941.32894227","0","","114931_1490.jpg"
"0879","1","1","16","LUCS","EPSG:32636","329244.544986428","1259065.70988784","180","","114931_1527.jpg"
"0676","1","1","4","LUCS","EPSG:32636","265998.201511536","1163713.71336143","0","","110262_254.jpg"
"0676","1","1","5","LUCS","EPSG:32636","265997.914186638","1163828.34724308","0","","110262_1201.jpg"
"0676","1","1","7","LUCS","EPSG:32636","266003.058129573","1163955.1458012","180","","110262_2013.jpg"
"0676","2","1","8","LUCS","EPSG:32636","265998.7965578","1164207.3948765","90","","110262_2174.jpg"
"0676","2","1","10","LUCS","EPSG:32636","266124.254386031","1164206.13768414","90","","110262_2839.jpg"
"0676","2","1","12","LUCS","EPSG:32636","266249.112268641","1164201.34494592","270","","110262_3358.jpg"
"0676","3","1","1","LUCS","EPSG:32636","266499.06629163","1164200.18939306","180","","110262_3525.jpg"
"0676","3","1","2","LUCS","EPSG:32636","266499.055381308","1164079.60055595","180","","110262_4182.jpg"
"0676","3","1","4","LUCS","EPSG:32636","266494.522724924","1163960.60469277","0","","110262_4188.jpg"
"0676","4","1","12","LUCS","EPSG:32636","266507.691864345","1163703.00673663","270","","110262_4349.jpg"
"0676","4","1","14","LUCS","EPSG:32636","266375.210117262","1163710.10069397","270","","110262_4369.jpg"
"0676","4","1","15","LUCS","EPSG:32636","266250.078343506","1163704.23849812","90","","110262_4402.jpg"
"0783","1","1","160458","Slope LUCS","EPSG:32635","772889.0","1412397.0","10","","4538_475.jpg"
"0783","1","1","162047","Slope LUCS","EPSG:32635","772889.0","1412522.0","45","","4538_481.jpg"
"0783","1","1","162950","Slope LUCS","EPSG:32635","772889.0","1412647.0","180","","4538_487.jpg"
"0783","2","1","1","Slope","EPSG:32635","772889.0","1412897.0","90","","4538_1189.jpg"
"0783","3","1","172642","Slope","EPSG:32634","773139.0","1412897.0","180","","4538_1173.jpg"
"0783","3","1","183842","Slope","EPSG:32635","773389.0","1412772.0","185","","4538_1179.jpg"
"0783","3","1","175531","Slope","EPSG:32635","773390.0","1412647.0","330","","4538_1185.jpg"
"0783","4","1","182032","Slope","EPSG:32635","778264.0","1412397.0","285","","4538_1111.jpg"
"0803","1","1","1","LUCS","EPSG:32636","329555.57362922","1373647.76037256","0","","125051_255.jpg"
"0803","1","1","4","LUCS","EPSG:32636","329558.019242729","1373776.4764015","0","","125051_262.jpg"
"0803","1","1","5","LUCS","EPSG:32636","329554.35372233","1373897.21239559","180","","125051_268.jpg"
"0803","2","1","6","LUCS","EPSG:32636","329548.385055592","1374153.87567495","90","","125051_427.jpg"
"0803","2","1","8","LUCS","EPSG:32636","329681.228913486","1374152.56538013","90","","125051_434.jpg"
"0803","2","1","10","LUCS","EPSG:32636","329803.971427902","1374147.24894206","270","","125051_471.jpg"
"0803","3","1","11","LUCS","EPSG:32636","330056.25366023","1374152.83037354","180","","125051_631.jpg"
"0803","3","1","12","LUCS","EPSG:32636","330055.749551404","1374025.30360247","180","","125051_637.jpg"
"0803","3","1","13","LUCS","EPSG:32636","330054.38631894","1373904.86164061","0","","125051_643.jpg"
"0803","4","1","13","LUCS","EPSG:32636","330059.072957806","1373655.13972841","270","","125051_802.jpg"
"0803","4","1","15","LUCS","EPSG:32636","329929.250791391","1373650.39905879","270","","125051_809.jpg"
"0803","4","1","16","LUCS","EPSG:32636","329806.837282721","1373651.87743769","90","","125051_815.jpg"
"0872","1","1","1","Land use","EPSG:32635","690819.491322276","1258350.46846249","0","","69178_239.jpg"
"0872","1","1","2","Land use","EPSG:32635","690823.317485277","1258472.14699005","0","","69178_245.jpg"
"0872","2","1","1","Land use","EPSG:32635","690838.624583702","1258852.41760272","90","","69178_420.jpg"
"0872","2","1","2","Land use","EPSG:32635","690950.424213982","1258853.02639742","90","","69178_426.jpg"
"0872","2","1","3","Land use","EPSG:32635","691079.575112096","1258849.79997738","270","","69178_432.jpg"
"0872","3","1","1","Land use","EPSG:32635","691324.611021875","1258846.50728493","180","","69178_597.jpg"
"0872","3","1","2","Land use","EPSG:32635","691336.444517165","1258718.17732394","180","","69178_596.jpg"
"0872","3","1","3","Land use","EPSG:32635","691322.60089354","1258606.44091507","0","","69178_602.jpg"
"0872","4","1","1","L","EPSG:32635","691311.045815697","1258346.50727611","270","","69178_756.jpg"
"0872","4","1","2","Land use","EPSG:32635","691218.506711674","1258344.74894805","270","","69178_777.jpg"
"0872","4","1","3","Land use","EPSG:32635","691077.65952645","1258343.94380981","90","","69178_783.jpg"
"0641","2","1","1","Land use","EPSG:32635","586355.099268616","1201027.78523418","90","","42109_239.jpg"
"0641","1","1","1","Lus","EPSG:32635","586345.962693323","1200562.51396126","0","","42109_1261.jpg"
"0641","1","2","1","Lus","EPSG:32635","586354.673055224","1200659.33117145","0","","42109_2278.jpg"
"0519","2","1","1","LUCS","EPSG:32635","793967.914844689","1393935.21904973","90","","98623_244.jpg"
"0519","2","1","2","LUCS","EPSG:32635","794088.809160584","1393937.38790393","90","","98623_304.jpg"
"0519","2","1","3","LUCS","EPSG:32635","794212.60056005","1393936.77117943","270","","98623_408.jpg"
"0519","3","1","5","LUCS","EPSG:32635","794457.76572612","1393913.34434459","180","","98623_584.jpg"
"0519","3","1","6","LUCS","EPSG:32635","794470.600192086","1393805.08054553","180","","98623_849.jpg"
"0519","3","1","7","LUCS","EPSG:32635","794467.021782545","1393684.73491975","0","","98623_981.jpg"
"0952","3","1","1","Lus","EPSG:32635","566043.225736282","1143857.79988054","180","","49151_239.jpg"
"0952","3","1","2","Landuse","EPSG:32635","566057.758728718","1143717.37402506","180","","49151_369.jpg"
"0952","3","1","3","Landuse","EPSG:32635","566044.831970936","1143622.9235817","0","","49151_1145.jpg"
"0952","4","1","1","Iunse","EPSG:32635","565986.663959016","1143364.56805046","270","","49151_1509.jpg"
