"su_su_no","plot_plot_no","tree_lucs","lucc","tree_no","tree_or_stump","tree_species_code","tree_species_scientific_name","tree_species_vernacular_name","tree_species_language_code","tree_species_language_variety","other_species","tree_axis_distance","tree_axis_distance_unit_name","tree_left_axis","tree_left_axis_unit_name","tree_right_axis","tree_right_axis_unit_name","diameter","diameter_unit_name","tree_dbh","tree_dbh_unit_name","tree_diameter_height","tree_diameter_height_unit_name","years_since_cut","tree_height","tree_height_unit_name","tree_bole_height","tree_bole_height_unit_name","stem_quality","crown_condition","overall_tree_condition","causative_agent[1]","causative_agent_qualifier[1]","causative_agent[2]","causative_agent_qualifier[2]","causative_agent[3]","causative_agent_qualifier[3]","decomposition_status","branch1_diameter","branch1_diameter_unit_name","branch1_length","branch1_length_unit_name","branch2_diameter","branch2_diameter_unit_name","branch2_length","branch2_length_unit_name","branch3_diameter","branch3_diameter_unit_name","branch3_length","branch3_length_unit_name","branch4_diameter","branch4_diameter_unit_name","branch4_length","branch4_length_unit_name"
"0960","4","1","FSD","9","tree","ANO/LEI","Anogeissus leiocarpus","","","","","97.0","","5.0","","","","25.0","","25.0","","1.3","","","7.0","","1.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","10","tree","COM/ACU","Combretum aculeatum","","","","","102.0","","3.0","","","","32.0","","13.0","","1.3","","","6.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","11","tree","COM/ACU","Combretum aculeatum","","","","","102.0","","","","3.0","","31.0","","31.0","","1.3","","","7.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","12","tree","COM/ACU","Combretum aculeatum","","","","","102.0","","","","3.0","","22.0","","17.0","","1.3","","","7.0","","1.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","13","stump","COM/ACU","Combretum aculeatum","","","","","104.0","","","","3.0","","31.0","","20.0","","0.5","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","14","tree","COM/ACU","Combretum aculeatum","","","","","138.0","","6.0","","","","40.0","","27.0","","1.3","","","5.0","","2.3","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","15","tree","COM/ADE","Combretum adenogonium","","","","","153.0","","","","6.0","","23.0","","18.0","","1.3","","","8.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","16","tree","COM/ACU","Combretum aculeatum","","","","","170.0","","","","0.5","","33.0","","28.0","","1.3","","","9.0","","5.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","17","tree","COM/ACU","Combretum aculeatum","","","","","187.0","","5.0","","","","29.0","","26.0","","1.3","","","11.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","18","tree","COM/ADE","Combretum adenogonium","","","","","189.0","","","","4.0","","24.0","","21.0","","1.3","","","9.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","19","tree","COM/ACU","Combretum aculeatum","","","","","189.0","","","","4.0","","19.0","","19.0","","1.3","","","8.0","","5.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","20","tree","COM/ACU","Combretum aculeatum","","","","","189.0","","","","3.0","","20.0","","18.0","","1.3","","","7.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","21","tree","COM/ACU","Combretum aculeatum","","","","","189.0","","4.0","","","","33.0","","29.0","","1.3","","","15.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","22","tree","COM/ACU","Combretum aculeatum","","","","","190.0","","3.0","","","","33.0","","30.0","","1.3","","","13.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","23","tree","COM/ADE","Combretum adenogonium","","","","","226.0","","4.0","","","","27.0","","20.0","","1.3","","","11.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","24","tree","","","","","","","227.0","","","","6.0","","22.0","","20.0","","1.0","","","6.0","","1.1","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","25","tree","COM/ACU","Combretum aculeatum","","","","","232.0","","9.0","","","","46.0","","39.0","","1.3","","","12.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0960","4","1","FSD","26","tree","COM/ACU","Combretum aculeatum","","","","","232.0","","9.0","","","","26.0","","23.0","","1.3","","","10.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","1","1","WG","1","tree","ACA/MEL","Acacia mellifera","","","","","112.0","","4.0","","","","13.0","","12.0","","1.3","","","4.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","1","1","WG","2","tree","ACA/MEL","Acacia mellifera","","","","","112.0","","4.0","","","","14.0","","11.0","","1.3","","","4.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","1","1","WG","3","tree","ACA/MEL","Acacia mellifera","","","","","119.0","","3.0","","","","15.0","","14.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","1","1","WG","4","tree","","","","","","","124.0","","","","2.0","","16.0","","15.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","1","1","WG","5","tree","ACA/MEL","Acacia mellifera","","","","","124.0","","","","2.0","","12.0","","11.0","","1.3","","","6.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","1","1","WG","6","tree","ACA/MEL","Acacia mellifera","","","","","124.0","","","","3.0","","18.0","","17.0","","1.0","","","7.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","1","1","WG","7","tree","ACA/MEL","Acacia mellifera","","","","","160.0","","","","6.0","","20.0","","18.0","","1.0","","","5.0","","1.3","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","2","1","WG","1","stump","ACA/TOR/RAD","Acacia tortilis f. raddiana","","","","","140.0","","","","5.0","","7.0","","6.0","","0.5","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0797","3","1","WG","1","tree","SCL/BIR","Sclerocarya birrea","","","","","166.0","","10.0","","","","80.0","","70.0","","1.3","","","21.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","4","1","WG","1","stump","BAL/AEG","Balanites aegyptiaca","","","","","108.0","","10.0","","","","14.0","","12.0","","1.0","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0797","4","1","WG","2","tree","BAL/AEG","Balanites aegyptiaca","","","","","130.0","","8.0","","","","37.0","","35.0","","1.3","","","5.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","4","1","WG","3","tree","BAL/AEG","Balanites aegyptiaca","","","","","204.0","","","","2.0","","38.0","","34.0","","1.3","","","10.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0797","4","1","WG","4","stump","BAL/AEG","Balanites aegyptiaca","","","","","218.0","","","","1.0","","18.0","","16.0","","1.3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0902","4","1","FSD","1","tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","1","tree","COM/ACU","Combretum aculeatum","","","","","15.0","","2.0","","","","28.0","","32.0","","1.0","","","7.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","2","tree","COM/ACU","Combretum aculeatum","","","","","28.0","","","","5.0","","19.0","","15.0","","1.3","","","7.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","3","tree","COM/ACU","Combretum aculeatum","","","","","28.0","","","","5.5","","21.0","","20.0","","1.3","","","7.0","","1.6","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","4","tree","ACA/SEN","Acacia senegal","","","","","30.0","","","","6.0","","18.0","","14.0","","0.8","","","4.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","5","tree","COM/ACU","Combretum aculeatum","","","","","68.0","","9.0","","","","11.0","","10.0","","1.3","","","6.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","6","stump","DAL/MEL","Dalbergia melanoxylon","","","","","87.0","","1.0","","","","10.0","","10.0","","0.3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","7","tree","COM/ACU","Combretum aculeatum","","","","","124.0","","","","4.0","","21.0","","16.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","8","tree","COM/ACU","Combretum aculeatum","","","","","168.0","","","","2.0","","21.0","","20.0","","0.5","","","4.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","9","tree","COM/ACU","Combretum aculeatum","","","","","173.0","","4.0","","","","21.0","","15.0","","1.3","","","8.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","10","tree","COM/ACU","Combretum aculeatum","","","","","173.0","","3.5","","","","24.0","","22.0","","1.0","","","8.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","11","tree","ACA/SEN","Acacia senegal","","","","","242.0","","4.0","","","","18.0","","18.0","","1.0","","","5.0","","1.3","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","1","1","WG","12","tree","ACA/SEN","Acacia senegal","","","","","242.0","","4.0","","","","15.0","","12.0","","1.3","","","5.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","1","OCA","1","tree","ACA/SEN","Acacia senegal","","","","","19.0","","","","5.0","","21.0","","24.0","","0.5","","","5.0","","0.6","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","1","OCA","2","tree","ACA/SEN","Acacia senegal","","","","","110.0","","","","1.0","","25.0","","25.0","","0.3","","","5.5","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","1","OCA","3","tree","ACA/SEN","Acacia senegal","","","","","115.0","","4.0","","","","12.0","","14.0","","0.8","","","5.0","","0.9","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","1","OCA","4","tree","ACA/SEN","Acacia senegal","","","","","115.0","","10.0","","","","18.0","","18.0","","0.8","","","6.0","","0.9","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","1","OCA","5","tree","ACA/SEN","Acacia senegal","","","","","117.0","","","","6.0","","25.0","","25.0","","0.3","","","5.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","2","WG","6","tree","COM/ACU","Combretum aculeatum","","","","","132.0","","","","2.0","","24.0","","24.0","","0.3","","","6.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","2","WG","7","tree","COM/ACU","Combretum aculeatum","","","","","132.0","","","","2.0","","20.0","","16.0","","1.3","","","5.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","2","WG","8","stump","ACA/SEN","Acacia senegal","","","","","163.0","","3.0","","","","21.0","","17.0","","1.3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","2","WG","9","tree","COM/ACU","Combretum aculeatum","","","","","185.0","","","","6.0","","14.0","","16.0","","1.3","","","5.0","","1.4","","2","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","2","2","WG","10","tree","ACA/SEN","Acacia senegal","","","","","190.0","","","","5.0","","28.0","","29.0","","0.8","","","8.0","","0.9","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","3","1","WG","1","tree","COM/ACU","Combretum aculeatum","","","","","56.0","","","","1.0","","27.0","","21.0","","1.3","","","8.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","3","1","WG","2","tree","COM/ACU","Combretum aculeatum","","","","","56.0","","","","2.0","","18.0","","18.0","","1.3","","","6.0","","2.0","","2","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","3","","","3","stump","COM/ACU","Combretum aculeatum","","","","","108.0","","","","7.0","","16.0","","20.0","","1.0","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0433","3","1","WG","4","tree","COM/ACU","Combretum aculeatum","","","","","108.0","","","","7.0","","23.0","","18.0","","1.3","","","7.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","3","2","OCA","5","tree","COM/ACU","Combretum aculeatum","","","","","237.0","","","","6.0","","39.0","","31.0","","1.3","","","9.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","4","1","WG","1","tree","ACA/SEN","Acacia senegal","","","","","125.0","","","","10.0","","19.0","","23.0","","0.7","","","6.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","4","1","WG","2","tree","ACA/SEN","Acacia senegal","","","","","171.0","","","","5.0","","12.0","","11.0","","1.3","","","6.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","4","1","WG","3","tree","COM/ACU","Combretum aculeatum","","","","","183.0","","","","5.0","","19.0","","18.0","","1.1","","","7.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","4","1","WG","4","tree","ACA/SEN","Acacia senegal","","","","","183.0","","6.0","","","","20.0","","20.0","","0.4","","","6.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0433","4","1","WG","5","stump","COM/ACU","Combretum aculeatum","","","","","210.0","","","","4.0","","14.0","","14.0","","1.0","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0433","4","1","WG","6","stump","COM/ACU","Combretum aculeatum","","","","","210.0","","","","4.4","","14.0","","13.0","","0.7","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0433","4","1","WG","7","tree","COM/ACU","Combretum aculeatum","","","","","210.0","","","","4.0","","16.0","","14.0","","1.3","","","7.0","","2.5","","1","5","5","6","","","","","","5","","","","","","","","","","","","","","","",""
"0433","4","1","WG","8","tree","COM/ACU","Combretum aculeatum","","","","","210.0","","","","4.2","","14.0","","12.0","","1.3","","","6.0","","2.0","","1","5","5","6","","","","","","5","","","","","","","","","","","","","","","",""
"0433","4","1","WG","9","tree","ACA/SEN","Acacia senegal","","","","","216.0","","7.0","","","","17.0","","15.0","","1.0","","","6.0","","1.1","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
